Orthogroup	BU_ATCC8492	PV_ATCC8482
OG0000161	BU_ATCC8492_00092, BU_ATCC8492_01373, BU_ATCC8492_02162	PV_ATCC8482_00450
OG0000162	BU_ATCC8492_00140, BU_ATCC8492_00596, BU_ATCC8492_00704	PV_ATCC8482_00649
OG0000163	BU_ATCC8492_00236, BU_ATCC8492_02620, BU_ATCC8492_02968	PV_ATCC8482_03515
OG0000164	BU_ATCC8492_00349, BU_ATCC8492_02586	PV_ATCC8482_01724, PV_ATCC8482_04231
OG0000165	BU_ATCC8492_00549, BU_ATCC8492_00605, BU_ATCC8492_01095	PV_ATCC8482_02274
OG0000166	BU_ATCC8492_00560, BU_ATCC8492_00795, BU_ATCC8492_01073	PV_ATCC8482_00374
OG0000167	BU_ATCC8492_00562, BU_ATCC8492_00983, BU_ATCC8492_00989	PV_ATCC8482_00376
OG0000168	BU_ATCC8492_00726, BU_ATCC8492_01399, BU_ATCC8492_03354, BU_ATCC8492_03599	
OG0000169	BU_ATCC8492_00808, BU_ATCC8492_03158, BU_ATCC8492_03589	PV_ATCC8482_02024
OG0000170	BU_ATCC8492_00813, BU_ATCC8492_01147, BU_ATCC8492_02744	PV_ATCC8482_00921
OG0000171	BU_ATCC8492_00828	PV_ATCC8482_00464, PV_ATCC8482_02367, PV_ATCC8482_03228
OG0000172	BU_ATCC8492_00949, BU_ATCC8492_02759, BU_ATCC8492_03823	PV_ATCC8482_01151
OG0000173	BU_ATCC8492_00955, BU_ATCC8492_01846, BU_ATCC8492_02464	PV_ATCC8482_02887
OG0000174	BU_ATCC8492_01061	PV_ATCC8482_01038, PV_ATCC8482_01044, PV_ATCC8482_02295
OG0000175	BU_ATCC8492_01128	PV_ATCC8482_00121, PV_ATCC8482_00144, PV_ATCC8482_01818
OG0000176	BU_ATCC8492_01169	PV_ATCC8482_01109, PV_ATCC8482_03621, PV_ATCC8482_04258
OG0000177	BU_ATCC8492_01211, BU_ATCC8492_03319, BU_ATCC8492_03531	PV_ATCC8482_03986
OG0000178	BU_ATCC8492_01230, BU_ATCC8492_01277, BU_ATCC8492_02816	PV_ATCC8482_03830
OG0000179	BU_ATCC8492_01261, BU_ATCC8492_01268, BU_ATCC8492_01304, BU_ATCC8492_01311	
OG0000180	BU_ATCC8492_01297	PV_ATCC8482_03234, PV_ATCC8482_03584, PV_ATCC8482_03742
OG0000181	BU_ATCC8492_01298, BU_ATCC8492_01442, BU_ATCC8492_02514	PV_ATCC8482_04183
OG0000182	BU_ATCC8492_01434	PV_ATCC8482_00939, PV_ATCC8482_02759, PV_ATCC8482_02761
OG0000183	BU_ATCC8492_01480, BU_ATCC8492_02484, BU_ATCC8492_03607	PV_ATCC8482_02830
OG0000184	BU_ATCC8492_01484, BU_ATCC8492_03031	PV_ATCC8482_02403, PV_ATCC8482_02404
OG0000185	BU_ATCC8492_01543	PV_ATCC8482_00615, PV_ATCC8482_00876, PV_ATCC8482_00877
OG0000186	BU_ATCC8492_01631, BU_ATCC8492_02438	PV_ATCC8482_03593, PV_ATCC8482_03977
OG0000187	BU_ATCC8492_01635, BU_ATCC8492_02106	PV_ATCC8482_00332, PV_ATCC8482_02798
OG0000188	BU_ATCC8492_01704	PV_ATCC8482_00294, PV_ATCC8482_01399, PV_ATCC8482_03850
OG0000189	BU_ATCC8492_01741, BU_ATCC8492_01905	PV_ATCC8482_00735, PV_ATCC8482_01593
OG0000190	BU_ATCC8492_01787, BU_ATCC8492_02704, BU_ATCC8492_03074	PV_ATCC8482_03135
OG0000191	BU_ATCC8492_01906	PV_ATCC8482_00734, PV_ATCC8482_01594, PV_ATCC8482_01798
OG0000192	BU_ATCC8492_01912, BU_ATCC8492_02425	PV_ATCC8482_00728, PV_ATCC8482_01600
OG0000193	BU_ATCC8492_01968	PV_ATCC8482_00676, PV_ATCC8482_01655, PV_ATCC8482_02925
OG0000194	BU_ATCC8492_01988	PV_ATCC8482_02071, PV_ATCC8482_02738, PV_ATCC8482_04139
OG0000195	BU_ATCC8492_02171, BU_ATCC8492_03481	PV_ATCC8482_02670, PV_ATCC8482_02671
OG0000196	BU_ATCC8492_02186, BU_ATCC8492_02187	PV_ATCC8482_03509, PV_ATCC8482_03786
OG0000197	BU_ATCC8492_02188, BU_ATCC8492_02190	PV_ATCC8482_04264, PV_ATCC8482_04266
OG0000198	BU_ATCC8492_02351, BU_ATCC8492_02358	PV_ATCC8482_02250, PV_ATCC8482_04170
OG0000199	BU_ATCC8492_02353, BU_ATCC8492_02356, BU_ATCC8492_02405	PV_ATCC8482_04168
OG0000200	BU_ATCC8492_02426, BU_ATCC8492_03083, BU_ATCC8492_03431	PV_ATCC8482_03246
OG0000201	BU_ATCC8492_02434	PV_ATCC8482_02459, PV_ATCC8482_02753, PV_ATCC8482_04289
OG0000202	BU_ATCC8492_02463, BU_ATCC8492_03850	PV_ATCC8482_02005, PV_ATCC8482_02336
OG0000203	BU_ATCC8492_02551, BU_ATCC8492_02861, BU_ATCC8492_03268, BU_ATCC8492_03313	
OG0000204	BU_ATCC8492_02724	PV_ATCC8482_02481, PV_ATCC8482_02748, PV_ATCC8482_03047
OG0000205	BU_ATCC8492_02785	PV_ATCC8482_02605, PV_ATCC8482_02679, PV_ATCC8482_04131
OG0000206	BU_ATCC8492_02871	PV_ATCC8482_02463, PV_ATCC8482_02468, PV_ATCC8482_03029
OG0000207	BU_ATCC8492_03173	PV_ATCC8482_03268, PV_ATCC8482_03558, PV_ATCC8482_03624
OG0000208	BU_ATCC8492_03174	PV_ATCC8482_03269, PV_ATCC8482_03559, PV_ATCC8482_03625
OG0000209	BU_ATCC8492_03281	PV_ATCC8482_01026, PV_ATCC8482_02736, PV_ATCC8482_03142
OG0000210	BU_ATCC8492_03342	PV_ATCC8482_02410, PV_ATCC8482_03265, PV_ATCC8482_03622
OG0000211	BU_ATCC8492_03417	PV_ATCC8482_00452, PV_ATCC8482_01172, PV_ATCC8482_02357
OG0000212	BU_ATCC8492_03549	PV_ATCC8482_00034, PV_ATCC8482_00163, PV_ATCC8482_02233
OG0000213	BU_ATCC8492_03817	PV_ATCC8482_00312, PV_ATCC8482_03077, PV_ATCC8482_03605
OG0000214		PV_ATCC8482_00407, PV_ATCC8482_00528, PV_ATCC8482_00637, PV_ATCC8482_01874
OG0000215		PV_ATCC8482_00508, PV_ATCC8482_01272, PV_ATCC8482_01371, PV_ATCC8482_01374
OG0000216		PV_ATCC8482_00509, PV_ATCC8482_01273, PV_ATCC8482_01373, PV_ATCC8482_03780
OG0000217		PV_ATCC8482_00942, PV_ATCC8482_01006, PV_ATCC8482_03569, PV_ATCC8482_03596
OG0000218		PV_ATCC8482_00999, PV_ATCC8482_01000, PV_ATCC8482_03811, PV_ATCC8482_03812
OG0000219		PV_ATCC8482_03511, PV_ATCC8482_03788, PV_ATCC8482_03839, PV_ATCC8482_04270
OG0000220	BU_ATCC8492_00293, BU_ATCC8492_01579, BU_ATCC8492_03725	
OG0000221		PV_ATCC8482_00775, PV_ATCC8482_01161, PV_ATCC8482_01869
OG0000222	BU_ATCC8492_01504, BU_ATCC8492_03912	PV_ATCC8482_01917
OG0000223	BU_ATCC8492_01509, BU_ATCC8492_03916	PV_ATCC8482_01921
OG0000224	BU_ATCC8492_01502, BU_ATCC8492_03918	PV_ATCC8482_01919
OG0000225	BU_ATCC8492_01118, BU_ATCC8492_02034	PV_ATCC8482_01729
OG0000226	BU_ATCC8492_00308, BU_ATCC8492_01807	PV_ATCC8482_00771
OG0000227	BU_ATCC8492_00253, BU_ATCC8492_03608	PV_ATCC8482_00638
OG0000228	BU_ATCC8492_01578	PV_ATCC8482_00321, PV_ATCC8482_00764
OG0000229	BU_ATCC8492_01148, BU_ATCC8492_03272	PV_ATCC8482_04077
OG0000230	BU_ATCC8492_01234, BU_ATCC8492_01865	PV_ATCC8482_04099
OG0000231	BU_ATCC8492_00790	PV_ATCC8482_00139, PV_ATCC8482_00782
OG0000232	BU_ATCC8492_00141, BU_ATCC8492_01861	PV_ATCC8482_00654
OG0000233	BU_ATCC8492_00306	PV_ATCC8482_00224, PV_ATCC8482_00566
OG0000234	BU_ATCC8492_01168	PV_ATCC8482_01244, PV_ATCC8482_01245
OG0000235	BU_ATCC8492_01214, BU_ATCC8492_02613	PV_ATCC8482_02268
OG0000236	BU_ATCC8492_01117	PV_ATCC8482_01036, PV_ATCC8482_03070
OG0000237	BU_ATCC8492_00314, BU_ATCC8492_00325	PV_ATCC8482_00414
OG0000238	BU_ATCC8492_00709	PV_ATCC8482_00172, PV_ATCC8482_01204
OG0000239	BU_ATCC8492_01392	PV_ATCC8482_03338, PV_ATCC8482_04242
OG0000240	BU_ATCC8492_03774	PV_ATCC8482_01242, PV_ATCC8482_04246
OG0000241	BU_ATCC8492_01852, BU_ATCC8492_03609	PV_ATCC8482_00656
OG0000242	BU_ATCC8492_00038, BU_ATCC8492_00195, BU_ATCC8492_02645	
OG0000243	BU_ATCC8492_01930	PV_ATCC8482_00709, PV_ATCC8482_01619
OG0000244	BU_ATCC8492_02752	PV_ATCC8482_00563, PV_ATCC8482_01033
OG0000245	BU_ATCC8492_02229, BU_ATCC8492_03177	PV_ATCC8482_01431
OG0000246	BU_ATCC8492_01244, BU_ATCC8492_02070	PV_ATCC8482_04238
OG0000247	BU_ATCC8492_03270	PV_ATCC8482_00166, PV_ATCC8482_03323
OG0000248	BU_ATCC8492_02637	PV_ATCC8482_02197, PV_ATCC8482_03466
OG0000249	BU_ATCC8492_00026, BU_ATCC8492_00206	PV_ATCC8482_02195
OG0000250	BU_ATCC8492_00050, BU_ATCC8492_00051	PV_ATCC8482_00265
OG0000251	BU_ATCC8492_00883, BU_ATCC8492_01035	PV_ATCC8482_03016
OG0000252	BU_ATCC8492_00702	PV_ATCC8482_00565, PV_ATCC8482_01313
OG0000253	BU_ATCC8492_02715, BU_ATCC8492_03377	PV_ATCC8482_04130
OG0000254	BU_ATCC8492_01931	PV_ATCC8482_00708, PV_ATCC8482_01620
OG0000255	BU_ATCC8492_03264	PV_ATCC8482_03138, PV_ATCC8482_04024
OG0000256	BU_ATCC8492_01923	PV_ATCC8482_00717, PV_ATCC8482_01611
OG0000257	BU_ATCC8492_01503, BU_ATCC8492_03919	PV_ATCC8482_01910
OG0000258	BU_ATCC8492_03350	PV_ATCC8482_02788, PV_ATCC8482_03798
OG0000259	BU_ATCC8492_00059, BU_ATCC8492_02659	PV_ATCC8482_02176
OG0000260	BU_ATCC8492_01321, BU_ATCC8492_02189	PV_ATCC8482_00859
OG0000261	BU_ATCC8492_02868	PV_ATCC8482_02461, PV_ATCC8482_03030
OG0000262	BU_ATCC8492_00768	PV_ATCC8482_01010, PV_ATCC8482_01018
OG0000263	BU_ATCC8492_02500	PV_ATCC8482_02040, PV_ATCC8482_02611
OG0000264	BU_ATCC8492_01915	PV_ATCC8482_00725, PV_ATCC8482_01603
OG0000265	BU_ATCC8492_02881, BU_ATCC8492_03423	PV_ATCC8482_01538
OG0000266	BU_ATCC8492_00101, BU_ATCC8492_01040	PV_ATCC8482_00523
OG0000267	BU_ATCC8492_00393, BU_ATCC8492_00742	PV_ATCC8482_04230
OG0000268	BU_ATCC8492_01188, BU_ATCC8492_02501	PV_ATCC8482_01186
OG0000269	BU_ATCC8492_00740	PV_ATCC8482_01028, PV_ATCC8482_03534
OG0000270	BU_ATCC8492_02065	PV_ATCC8482_03693, PV_ATCC8482_04182
OG0000271	BU_ATCC8492_00834, BU_ATCC8492_02062	PV_ATCC8482_02044
OG0000272	BU_ATCC8492_00942, BU_ATCC8492_01396	PV_ATCC8482_01739
OG0000273	BU_ATCC8492_00984	PV_ATCC8482_00230, PV_ATCC8482_01421
OG0000274	BU_ATCC8492_01012	PV_ATCC8482_02526, PV_ATCC8482_02530
OG0000275	BU_ATCC8492_01193, BU_ATCC8492_03740	PV_ATCC8482_00569
OG0000276	BU_ATCC8492_02246	PV_ATCC8482_02420, PV_ATCC8482_03266
OG0000277	BU_ATCC8492_02670	PV_ATCC8482_03768, PV_ATCC8482_03772
OG0000278	BU_ATCC8492_02409, BU_ATCC8492_02544	PV_ATCC8482_04049
OG0000279	BU_ATCC8492_02511, BU_ATCC8492_03610	PV_ATCC8482_04292
OG0000280	BU_ATCC8492_02763, BU_ATCC8492_03878	PV_ATCC8482_00283
OG0000281	BU_ATCC8492_00003	PV_ATCC8482_00003, PV_ATCC8482_03187
OG0000282	BU_ATCC8492_00008, BU_ATCC8492_01759	PV_ATCC8482_03494
OG0000283	BU_ATCC8492_00009, BU_ATCC8492_01758	PV_ATCC8482_03495
OG0000284	BU_ATCC8492_00016, BU_ATCC8492_00216, BU_ATCC8492_02627	
OG0000285	BU_ATCC8492_00021, BU_ATCC8492_00211, BU_ATCC8492_02631	
OG0000286	BU_ATCC8492_00027, BU_ATCC8492_00205, BU_ATCC8492_02638	
OG0000287	BU_ATCC8492_00029, BU_ATCC8492_01755, BU_ATCC8492_02640	
OG0000288	BU_ATCC8492_00045, BU_ATCC8492_03546	PV_ATCC8482_02236
OG0000289	BU_ATCC8492_00057, BU_ATCC8492_02661	PV_ATCC8482_02175
OG0000290	BU_ATCC8492_00062, BU_ATCC8492_00237	PV_ATCC8482_03829
OG0000291	BU_ATCC8492_00084	PV_ATCC8482_01367, PV_ATCC8482_03529
OG0000292	BU_ATCC8492_00087, BU_ATCC8492_00095	PV_ATCC8482_00885
OG0000293	BU_ATCC8492_00100	PV_ATCC8482_00222, PV_ATCC8482_01040
OG0000294	BU_ATCC8492_00104	PV_ATCC8482_00540, PV_ATCC8482_01854
OG0000295	BU_ATCC8492_00110	PV_ATCC8482_00026, PV_ATCC8482_00031
OG0000296	BU_ATCC8492_00114, BU_ATCC8492_00117, BU_ATCC8492_00120	
OG0000297	BU_ATCC8492_00124, BU_ATCC8492_02128	PV_ATCC8482_02152
OG0000298	BU_ATCC8492_00135, BU_ATCC8492_00309	PV_ATCC8482_01302
OG0000299	BU_ATCC8492_00139, BU_ATCC8492_00506	PV_ATCC8482_01552
OG0000300	BU_ATCC8492_00165	PV_ATCC8482_00499, PV_ATCC8482_03037
OG0000301	BU_ATCC8492_00166	PV_ATCC8482_00500, PV_ATCC8482_02131
OG0000302	BU_ATCC8492_00180, BU_ATCC8492_02672	PV_ATCC8482_02553
OG0000303	BU_ATCC8492_00221	PV_ATCC8482_02545, PV_ATCC8482_03277
OG0000304	BU_ATCC8492_00227	PV_ATCC8482_03485, PV_ATCC8482_03575
OG0000305	BU_ATCC8492_00246, BU_ATCC8492_00430	PV_ATCC8482_01392
OG0000306	BU_ATCC8492_00261, BU_ATCC8492_00394	PV_ATCC8482_00270
OG0000307	BU_ATCC8492_00265, BU_ATCC8492_01734	PV_ATCC8482_00116
OG0000308	BU_ATCC8492_00276, BU_ATCC8492_01744	PV_ATCC8482_00282
OG0000309	BU_ATCC8492_00291, BU_ATCC8492_01581, BU_ATCC8492_03723	
OG0000310	BU_ATCC8492_00312, BU_ATCC8492_02278	PV_ATCC8482_00558
OG0000311	BU_ATCC8492_00317, BU_ATCC8492_01054	PV_ATCC8482_02288
OG0000312	BU_ATCC8492_00369, BU_ATCC8492_03530	PV_ATCC8482_00477
OG0000313	BU_ATCC8492_00405, BU_ATCC8492_03458	PV_ATCC8482_03960
OG0000314	BU_ATCC8492_00410, BU_ATCC8492_00423, BU_ATCC8492_00647	
OG0000315	BU_ATCC8492_00457	PV_ATCC8482_00789, PV_ATCC8482_01298
OG0000316	BU_ATCC8492_00467	PV_ATCC8482_00618, PV_ATCC8482_02309
OG0000317	BU_ATCC8492_00470, BU_ATCC8492_00762	PV_ATCC8482_00602
OG0000318	BU_ATCC8492_00474	PV_ATCC8482_00891, PV_ATCC8482_03984
OG0000319	BU_ATCC8492_00499, BU_ATCC8492_02967	PV_ATCC8482_00554
OG0000320	BU_ATCC8492_00531, BU_ATCC8492_00550	PV_ATCC8482_02665
OG0000321	BU_ATCC8492_00541, BU_ATCC8492_02292	PV_ATCC8482_02347
OG0000322	BU_ATCC8492_00557, BU_ATCC8492_00743	PV_ATCC8482_01157
OG0000323	BU_ATCC8492_00567, BU_ATCC8492_01371	PV_ATCC8482_00806
OG0000324	BU_ATCC8492_00574, BU_ATCC8492_00754, BU_ATCC8492_01241	
OG0000325	BU_ATCC8492_00579	PV_ATCC8482_00226, PV_ATCC8482_02505
OG0000326	BU_ATCC8492_00585, BU_ATCC8492_01014	PV_ATCC8482_00219
OG0000327	BU_ATCC8492_00591, BU_ATCC8492_00597, BU_ATCC8492_00705	
OG0000328	BU_ATCC8492_00603, BU_ATCC8492_01120	PV_ATCC8482_02408
OG0000329	BU_ATCC8492_00661	PV_ATCC8482_00318, PV_ATCC8482_00387
OG0000330	BU_ATCC8492_00688	PV_ATCC8482_01479, PV_ATCC8482_01480
OG0000331	BU_ATCC8492_00758	PV_ATCC8482_01014, PV_ATCC8482_01022
OG0000332	BU_ATCC8492_00759	PV_ATCC8482_01013, PV_ATCC8482_01021
OG0000333	BU_ATCC8492_00764, BU_ATCC8492_01391	PV_ATCC8482_00242
OG0000334	BU_ATCC8492_00766	PV_ATCC8482_01012, PV_ATCC8482_01020
OG0000335	BU_ATCC8492_00767	PV_ATCC8482_01011, PV_ATCC8482_01019
OG0000336	BU_ATCC8492_00777, BU_ATCC8492_02118	PV_ATCC8482_00927
OG0000337	BU_ATCC8492_00800, BU_ATCC8492_02420, BU_ATCC8492_02735	
OG0000338	BU_ATCC8492_00801	PV_ATCC8482_02667, PV_ATCC8482_03697
OG0000339	BU_ATCC8492_00803	PV_ATCC8482_02666, PV_ATCC8482_03698
OG0000340	BU_ATCC8492_00848	PV_ATCC8482_01284, PV_ATCC8482_03939
OG0000341	BU_ATCC8492_00849, BU_ATCC8492_00853	PV_ATCC8482_01288
OG0000342	BU_ATCC8492_00858	PV_ATCC8482_01294, PV_ATCC8482_03501
OG0000343	BU_ATCC8492_00868, BU_ATCC8492_01994	PV_ATCC8482_00422
OG0000344	BU_ATCC8492_00923, BU_ATCC8492_03269	PV_ATCC8482_02752
OG0000345	BU_ATCC8492_00954, BU_ATCC8492_03714	PV_ATCC8482_02641
OG0000346	BU_ATCC8492_00965, BU_ATCC8492_02486	PV_ATCC8482_04157
OG0000347	BU_ATCC8492_00971, BU_ATCC8492_01795	PV_ATCC8482_03985
OG0000348	BU_ATCC8492_00978, BU_ATCC8492_00994, BU_ATCC8492_01004	
OG0000349	BU_ATCC8492_00987, BU_ATCC8492_02068	PV_ATCC8482_00878
OG0000350	BU_ATCC8492_00996, BU_ATCC8492_01802, BU_ATCC8492_01809	
OG0000351	BU_ATCC8492_01006, BU_ATCC8492_01007, BU_ATCC8492_01024	
OG0000352	BU_ATCC8492_01020	PV_ATCC8482_01241, PV_ATCC8482_03483
OG0000353	BU_ATCC8492_01036	PV_ATCC8482_01249, PV_ATCC8482_01723
OG0000354	BU_ATCC8492_01068	PV_ATCC8482_01686, PV_ATCC8482_01932
OG0000355	BU_ATCC8492_01084, BU_ATCC8492_03633	PV_ATCC8482_03918
OG0000356	BU_ATCC8492_01145, BU_ATCC8492_03649	PV_ATCC8482_02431
OG0000357	BU_ATCC8492_01151, BU_ATCC8492_03648	PV_ATCC8482_02432
OG0000358	BU_ATCC8492_01163	PV_ATCC8482_03299, PV_ATCC8482_03544
OG0000359	BU_ATCC8492_01210, BU_ATCC8492_02991	PV_ATCC8482_02402
OG0000360	BU_ATCC8492_01215	PV_ATCC8482_01094, PV_ATCC8482_02269
OG0000361	BU_ATCC8492_01223, BU_ATCC8492_01233	PV_ATCC8482_01507
OG0000362	BU_ATCC8492_01255	PV_ATCC8482_01528, PV_ATCC8482_03302
OG0000363	BU_ATCC8492_01275, BU_ATCC8492_02818	PV_ATCC8482_03833
OG0000364	BU_ATCC8492_01276, BU_ATCC8492_02817	PV_ATCC8482_03832
OG0000365	BU_ATCC8492_01284	PV_ATCC8482_02038, PV_ATCC8482_03611
OG0000366	BU_ATCC8492_01288	PV_ATCC8482_01962, PV_ATCC8482_03615
OG0000367	BU_ATCC8492_01383	PV_ATCC8482_00356, PV_ATCC8482_01046
OG0000368	BU_ATCC8492_01409, BU_ATCC8492_02018	PV_ATCC8482_01680
OG0000369	BU_ATCC8492_01415, BU_ATCC8492_02503	PV_ATCC8482_01685
OG0000370	BU_ATCC8492_01422	PV_ATCC8482_03105, PV_ATCC8482_04187
OG0000371	BU_ATCC8492_01426, BU_ATCC8492_02569	PV_ATCC8482_00397
OG0000372	BU_ATCC8492_01431	PV_ATCC8482_00393, PV_ATCC8482_03988
OG0000373	BU_ATCC8492_01458	PV_ATCC8482_01900, PV_ATCC8482_03185
OG0000374	BU_ATCC8492_01481	PV_ATCC8482_02062, PV_ATCC8482_03301
OG0000375	BU_ATCC8492_01486, BU_ATCC8492_03620	PV_ATCC8482_00361
OG0000376	BU_ATCC8492_01501, BU_ATCC8492_03917	PV_ATCC8482_01920
OG0000377	BU_ATCC8492_01505, BU_ATCC8492_03911	PV_ATCC8482_01918
OG0000378	BU_ATCC8492_01507, BU_ATCC8492_03909	PV_ATCC8482_01692
OG0000379	BU_ATCC8492_01508, BU_ATCC8492_03908	PV_ATCC8482_01693
OG0000380	BU_ATCC8492_01511, BU_ATCC8492_03914	PV_ATCC8482_01913
OG0000381	BU_ATCC8492_01512, BU_ATCC8492_01517, BU_ATCC8492_03913	
OG0000382	BU_ATCC8492_01546, BU_ATCC8492_01594	PV_ATCC8482_01946
OG0000383	BU_ATCC8492_01564	PV_ATCC8482_02298, PV_ATCC8482_02491
OG0000384	BU_ATCC8492_01576, BU_ATCC8492_01831, BU_ATCC8492_02138	
OG0000385	BU_ATCC8492_01618	PV_ATCC8482_01565, PV_ATCC8482_01988
OG0000386	BU_ATCC8492_01633	PV_ATCC8482_02035, PV_ATCC8482_04012
OG0000387	BU_ATCC8492_01651	PV_ATCC8482_01830, PV_ATCC8482_03883
OG0000388	BU_ATCC8492_01660	PV_ATCC8482_01864, PV_ATCC8482_04223
OG0000389	BU_ATCC8492_01661	PV_ATCC8482_01149, PV_ATCC8482_01865
OG0000390	BU_ATCC8492_01668	PV_ATCC8482_01561, PV_ATCC8482_02039
OG0000391	BU_ATCC8492_01689, BU_ATCC8492_01690	PV_ATCC8482_00068
OG0000392	BU_ATCC8492_01730, BU_ATCC8492_03490	PV_ATCC8482_02850
OG0000393	BU_ATCC8492_01780, BU_ATCC8492_03440	PV_ATCC8482_02620
OG0000394	BU_ATCC8492_01789	PV_ATCC8482_03858, PV_ATCC8482_04272
OG0000395	BU_ATCC8492_01799, BU_ATCC8492_02336	PV_ATCC8482_01766
OG0000396	BU_ATCC8492_01811, BU_ATCC8492_03189	PV_ATCC8482_02558
OG0000397	BU_ATCC8492_01812, BU_ATCC8492_03678	PV_ATCC8482_02557
OG0000398	BU_ATCC8492_01845, BU_ATCC8492_02465	PV_ATCC8482_02886
OG0000399	BU_ATCC8492_01875	PV_ATCC8482_00666, PV_ATCC8482_03859
OG0000400	BU_ATCC8492_01888	PV_ATCC8482_00751, PV_ATCC8482_01568
OG0000401	BU_ATCC8492_01896	PV_ATCC8482_00744, PV_ATCC8482_01582
OG0000402	BU_ATCC8492_01898	PV_ATCC8482_00742, PV_ATCC8482_01584
OG0000403	BU_ATCC8492_01908	PV_ATCC8482_00732, PV_ATCC8482_01596
OG0000404	BU_ATCC8492_01913	PV_ATCC8482_00727, PV_ATCC8482_01601
OG0000405	BU_ATCC8492_01916	PV_ATCC8482_00724, PV_ATCC8482_01604
OG0000406	BU_ATCC8492_01918	PV_ATCC8482_00722, PV_ATCC8482_01606
OG0000407	BU_ATCC8492_01920	PV_ATCC8482_00720, PV_ATCC8482_01608
OG0000408	BU_ATCC8492_01921	PV_ATCC8482_00719, PV_ATCC8482_01609
OG0000409	BU_ATCC8492_01922	PV_ATCC8482_00718, PV_ATCC8482_01610
OG0000410	BU_ATCC8492_01924	PV_ATCC8482_00715, PV_ATCC8482_01613
OG0000411	BU_ATCC8492_01925	PV_ATCC8482_00714, PV_ATCC8482_01614
OG0000412	BU_ATCC8492_01926	PV_ATCC8482_00713, PV_ATCC8482_01615
OG0000413	BU_ATCC8492_01927	PV_ATCC8482_00712, PV_ATCC8482_01616
OG0000414	BU_ATCC8492_01929	PV_ATCC8482_00710, PV_ATCC8482_01618
OG0000415	BU_ATCC8492_01932	PV_ATCC8482_00707, PV_ATCC8482_01621
OG0000416	BU_ATCC8492_01951	PV_ATCC8482_00687, PV_ATCC8482_01638
OG0000417	BU_ATCC8492_01952	PV_ATCC8482_00686, PV_ATCC8482_01639
OG0000418	BU_ATCC8492_01953	PV_ATCC8482_00685, PV_ATCC8482_01640
OG0000419	BU_ATCC8492_01954	PV_ATCC8482_00684, PV_ATCC8482_01641
OG0000420	BU_ATCC8492_01955	PV_ATCC8482_00683, PV_ATCC8482_01642
OG0000421	BU_ATCC8492_02022	PV_ATCC8482_02138, PV_ATCC8482_03979
OG0000422	BU_ATCC8492_02023	PV_ATCC8482_02140, PV_ATCC8482_03756
OG0000423	BU_ATCC8492_02037	PV_ATCC8482_00598, PV_ATCC8482_03888
OG0000424	BU_ATCC8492_02045	PV_ATCC8482_03063, PV_ATCC8482_03286
OG0000425	BU_ATCC8492_02050, BU_ATCC8492_02685	PV_ATCC8482_00084
OG0000426	BU_ATCC8492_02056, BU_ATCC8492_02913	PV_ATCC8482_00079
OG0000427	BU_ATCC8492_02063	PV_ATCC8482_03696, PV_ATCC8482_04180
OG0000428	BU_ATCC8492_02075, BU_ATCC8492_03017	PV_ATCC8482_03415
OG0000429	BU_ATCC8492_02104, BU_ATCC8492_02917	PV_ATCC8482_01363
OG0000430	BU_ATCC8492_02121	PV_ATCC8482_03599, PV_ATCC8482_03600
OG0000431	BU_ATCC8492_02147	PV_ATCC8482_01190, PV_ATCC8482_03875
OG0000432	BU_ATCC8492_02163	PV_ATCC8482_00273, PV_ATCC8482_02327
OG0000433	BU_ATCC8492_02167	PV_ATCC8482_01943, PV_ATCC8482_02328
OG0000434	BU_ATCC8492_02180	PV_ATCC8482_03496, PV_ATCC8482_03502
OG0000435	BU_ATCC8492_02202	PV_ATCC8482_03796, PV_ATCC8482_03820
OG0000436	BU_ATCC8492_02207, BU_ATCC8492_03016	PV_ATCC8482_03744
OG0000437	BU_ATCC8492_02224, BU_ATCC8492_03498	PV_ATCC8482_02718
OG0000438	BU_ATCC8492_02251, BU_ATCC8492_02566	PV_ATCC8482_04039
OG0000439	BU_ATCC8492_02257	PV_ATCC8482_00209, PV_ATCC8482_03101
OG0000440	BU_ATCC8492_02261	PV_ATCC8482_02947, PV_ATCC8482_04204
OG0000441	BU_ATCC8492_02280	PV_ATCC8482_01066, PV_ATCC8482_02320
OG0000442	BU_ATCC8492_02283	PV_ATCC8482_02649, PV_ATCC8482_04233
OG0000443	BU_ATCC8492_02340	PV_ATCC8482_00417, PV_ATCC8482_03844
OG0000444	BU_ATCC8492_02344, BU_ATCC8492_03764	PV_ATCC8482_00439
OG0000445	BU_ATCC8492_02354	PV_ATCC8482_01334, PV_ATCC8482_01506
OG0000446	BU_ATCC8492_02367	PV_ATCC8482_01069, PV_ATCC8482_01731
OG0000447	BU_ATCC8492_02419, BU_ATCC8492_02902	PV_ATCC8482_03987
OG0000448	BU_ATCC8492_02432	PV_ATCC8482_02478, PV_ATCC8482_03044
OG0000449	BU_ATCC8492_02435	PV_ATCC8482_02458, PV_ATCC8482_02754
OG0000450	BU_ATCC8492_02457	PV_ATCC8482_02266, PV_ATCC8482_02875
OG0000451	BU_ATCC8492_02479	PV_ATCC8482_03363, PV_ATCC8482_03653
OG0000452	BU_ATCC8492_02492	PV_ATCC8482_00215, PV_ATCC8482_01210
OG0000453	BU_ATCC8492_02526, BU_ATCC8492_02720	PV_ATCC8482_04143
