Orthogroup	PV_ATCC8482	PV_ATCC8482_copy
OG0001002	PV_ATCC8482_00933	PV_ATCC8482_00933
OG0001003	PV_ATCC8482_00934	PV_ATCC8482_00934
OG0001004	PV_ATCC8482_00935	PV_ATCC8482_00935
OG0001005	PV_ATCC8482_00938	PV_ATCC8482_00938
OG0001006	PV_ATCC8482_00939	PV_ATCC8482_00939
OG0001007	PV_ATCC8482_00940	PV_ATCC8482_00940
OG0001008	PV_ATCC8482_00941	PV_ATCC8482_00941
OG0001009	PV_ATCC8482_00942	PV_ATCC8482_00942
OG0001010	PV_ATCC8482_00943	PV_ATCC8482_00943
OG0001011	PV_ATCC8482_00944	PV_ATCC8482_00944
OG0001012	PV_ATCC8482_00945	PV_ATCC8482_00945
OG0001013	PV_ATCC8482_00946	PV_ATCC8482_00946
OG0001014	PV_ATCC8482_00947	PV_ATCC8482_00947
OG0001015	PV_ATCC8482_00948	PV_ATCC8482_00948
OG0001016	PV_ATCC8482_00949	PV_ATCC8482_00949
OG0001017	PV_ATCC8482_00950	PV_ATCC8482_00950
OG0001018	PV_ATCC8482_00951	PV_ATCC8482_00951
OG0001019	PV_ATCC8482_00952	PV_ATCC8482_00952
OG0001020	PV_ATCC8482_00953	PV_ATCC8482_00953
OG0001021	PV_ATCC8482_00954	PV_ATCC8482_00954
OG0001022	PV_ATCC8482_00955	PV_ATCC8482_00955
OG0001023	PV_ATCC8482_00956	PV_ATCC8482_00956
OG0001024	PV_ATCC8482_00957	PV_ATCC8482_00957
OG0001025	PV_ATCC8482_00958	PV_ATCC8482_00958
OG0001026	PV_ATCC8482_00959	PV_ATCC8482_00959
OG0001027	PV_ATCC8482_00960	PV_ATCC8482_00960
OG0001028	PV_ATCC8482_00961	PV_ATCC8482_00961
OG0001029	PV_ATCC8482_00962	PV_ATCC8482_00962
OG0001030	PV_ATCC8482_00963	PV_ATCC8482_00963
OG0001031	PV_ATCC8482_00964	PV_ATCC8482_00964
OG0001032	PV_ATCC8482_00965	PV_ATCC8482_00965
OG0001033	PV_ATCC8482_00966	PV_ATCC8482_00966
OG0001034	PV_ATCC8482_00967	PV_ATCC8482_00967
OG0001035	PV_ATCC8482_00968	PV_ATCC8482_00968
OG0001036	PV_ATCC8482_00969	PV_ATCC8482_00969
OG0001037	PV_ATCC8482_00970	PV_ATCC8482_00970
OG0001038	PV_ATCC8482_00971	PV_ATCC8482_00971
OG0001039	PV_ATCC8482_00972	PV_ATCC8482_00972
OG0001040	PV_ATCC8482_00973	PV_ATCC8482_00973
OG0001041	PV_ATCC8482_00974	PV_ATCC8482_00974
OG0001042	PV_ATCC8482_00975	PV_ATCC8482_00975
OG0001043	PV_ATCC8482_00976	PV_ATCC8482_00976
OG0001044	PV_ATCC8482_00977	PV_ATCC8482_00977
OG0001045	PV_ATCC8482_00978	PV_ATCC8482_00978
OG0001046	PV_ATCC8482_00979	PV_ATCC8482_00979
OG0001047	PV_ATCC8482_00980	PV_ATCC8482_00980
OG0001048	PV_ATCC8482_00981	PV_ATCC8482_00981
OG0001049	PV_ATCC8482_00982	PV_ATCC8482_00982
OG0001050	PV_ATCC8482_00983	PV_ATCC8482_00983
OG0001051	PV_ATCC8482_00984	PV_ATCC8482_00984
OG0001052	PV_ATCC8482_00985	PV_ATCC8482_00985
OG0001053	PV_ATCC8482_00986	PV_ATCC8482_00986
OG0001054	PV_ATCC8482_00987	PV_ATCC8482_00987
OG0001055	PV_ATCC8482_00988	PV_ATCC8482_00988
OG0001056	PV_ATCC8482_00989	PV_ATCC8482_00989
OG0001057	PV_ATCC8482_00990	PV_ATCC8482_00990
OG0001058	PV_ATCC8482_00991	PV_ATCC8482_00991
OG0001059	PV_ATCC8482_00992	PV_ATCC8482_00992
OG0001060	PV_ATCC8482_00993	PV_ATCC8482_00993
OG0001061	PV_ATCC8482_00994	PV_ATCC8482_00994
OG0001062	PV_ATCC8482_01000	PV_ATCC8482_01000
OG0001063	PV_ATCC8482_01002	PV_ATCC8482_01002
OG0001064	PV_ATCC8482_01003	PV_ATCC8482_01003
OG0001065	PV_ATCC8482_01004	PV_ATCC8482_01004
OG0001066	PV_ATCC8482_01005	PV_ATCC8482_01005
OG0001067	PV_ATCC8482_01006	PV_ATCC8482_01006
OG0001068	PV_ATCC8482_01008	PV_ATCC8482_01008
OG0001069	PV_ATCC8482_01009	PV_ATCC8482_01009
OG0001070	PV_ATCC8482_01010	PV_ATCC8482_01010
OG0001071	PV_ATCC8482_01018	PV_ATCC8482_01018
OG0001072	PV_ATCC8482_01026	PV_ATCC8482_01026
OG0001073	PV_ATCC8482_01027	PV_ATCC8482_01027
OG0001074	PV_ATCC8482_01028	PV_ATCC8482_01028
OG0001075	PV_ATCC8482_01029	PV_ATCC8482_01029
OG0001076	PV_ATCC8482_01030	PV_ATCC8482_01030
OG0001077	PV_ATCC8482_01031	PV_ATCC8482_01031
OG0001078	PV_ATCC8482_01032	PV_ATCC8482_01032
OG0001079	PV_ATCC8482_01033	PV_ATCC8482_01033
OG0001080	PV_ATCC8482_01034	PV_ATCC8482_01034
OG0001081	PV_ATCC8482_01035	PV_ATCC8482_01035
OG0001082	PV_ATCC8482_01037	PV_ATCC8482_01037
OG0001083	PV_ATCC8482_01038	PV_ATCC8482_01038
OG0001084	PV_ATCC8482_01039	PV_ATCC8482_01039
OG0001085	PV_ATCC8482_01040	PV_ATCC8482_01040
OG0001086	PV_ATCC8482_01041	PV_ATCC8482_01041
OG0001087	PV_ATCC8482_01042	PV_ATCC8482_01042
OG0001088	PV_ATCC8482_01043	PV_ATCC8482_01043
OG0001089	PV_ATCC8482_01044	PV_ATCC8482_01044
OG0001090	PV_ATCC8482_01045	PV_ATCC8482_01045
OG0001091	PV_ATCC8482_01046	PV_ATCC8482_01046
OG0001092	PV_ATCC8482_01047	PV_ATCC8482_01047
OG0001093	PV_ATCC8482_01048	PV_ATCC8482_01048
OG0001094	PV_ATCC8482_01049	PV_ATCC8482_01049
OG0001095	PV_ATCC8482_01050	PV_ATCC8482_01050
OG0001096	PV_ATCC8482_01051	PV_ATCC8482_01051
OG0001097	PV_ATCC8482_01052	PV_ATCC8482_01052
OG0001098	PV_ATCC8482_01053	PV_ATCC8482_01053
OG0001099	PV_ATCC8482_01054	PV_ATCC8482_01054
OG0001100	PV_ATCC8482_01055	PV_ATCC8482_01055
OG0001101	PV_ATCC8482_01056	PV_ATCC8482_01056
OG0001102	PV_ATCC8482_01057	PV_ATCC8482_01057
OG0001103	PV_ATCC8482_01058	PV_ATCC8482_01058
OG0001104	PV_ATCC8482_01059	PV_ATCC8482_01059
OG0001105	PV_ATCC8482_01060	PV_ATCC8482_01060
OG0001106	PV_ATCC8482_01061	PV_ATCC8482_01061
OG0001107	PV_ATCC8482_01062	PV_ATCC8482_01062
OG0001108	PV_ATCC8482_01063	PV_ATCC8482_01063
OG0001109	PV_ATCC8482_01064	PV_ATCC8482_01064
OG0001110	PV_ATCC8482_01065	PV_ATCC8482_01065
OG0001111	PV_ATCC8482_01066	PV_ATCC8482_01066
OG0001112	PV_ATCC8482_01067	PV_ATCC8482_01067
OG0001113	PV_ATCC8482_01068	PV_ATCC8482_01068
OG0001114	PV_ATCC8482_01069	PV_ATCC8482_01069
OG0001115	PV_ATCC8482_01070	PV_ATCC8482_01070
OG0001116	PV_ATCC8482_01071	PV_ATCC8482_01071
OG0001117	PV_ATCC8482_01072	PV_ATCC8482_01072
OG0001118	PV_ATCC8482_01073	PV_ATCC8482_01073
OG0001119	PV_ATCC8482_01074	PV_ATCC8482_01074
OG0001120	PV_ATCC8482_01075	PV_ATCC8482_01075
OG0001121	PV_ATCC8482_01076	PV_ATCC8482_01076
OG0001122	PV_ATCC8482_01077	PV_ATCC8482_01077
OG0001123	PV_ATCC8482_01078	PV_ATCC8482_01078
OG0001124	PV_ATCC8482_01079	PV_ATCC8482_01079
OG0001125	PV_ATCC8482_01080	PV_ATCC8482_01080
OG0001126	PV_ATCC8482_01081	PV_ATCC8482_01081
OG0001127	PV_ATCC8482_01082	PV_ATCC8482_01082
OG0001128	PV_ATCC8482_01083	PV_ATCC8482_01083
OG0001129	PV_ATCC8482_01084	PV_ATCC8482_01084
OG0001130	PV_ATCC8482_01085	PV_ATCC8482_01085
OG0001131	PV_ATCC8482_01086	PV_ATCC8482_01086
OG0001132	PV_ATCC8482_01087	PV_ATCC8482_01087
OG0001133	PV_ATCC8482_01088	PV_ATCC8482_01088
OG0001134	PV_ATCC8482_01089	PV_ATCC8482_01089
OG0001135	PV_ATCC8482_01090	PV_ATCC8482_01090
OG0001136	PV_ATCC8482_01091	PV_ATCC8482_01091
OG0001137	PV_ATCC8482_01092	PV_ATCC8482_01092
OG0001138	PV_ATCC8482_01093	PV_ATCC8482_01093
OG0001139	PV_ATCC8482_01094	PV_ATCC8482_01094
OG0001140	PV_ATCC8482_01095	PV_ATCC8482_01095
OG0001141	PV_ATCC8482_01096	PV_ATCC8482_01096
OG0001142	PV_ATCC8482_01097	PV_ATCC8482_01097
OG0001143	PV_ATCC8482_01098	PV_ATCC8482_01098
OG0001144	PV_ATCC8482_01099	PV_ATCC8482_01099
OG0001145	PV_ATCC8482_01100	PV_ATCC8482_01100
OG0001146	PV_ATCC8482_01101	PV_ATCC8482_01101
OG0001147	PV_ATCC8482_01102	PV_ATCC8482_01102
OG0001148	PV_ATCC8482_01103	PV_ATCC8482_01103
OG0001149	PV_ATCC8482_01104	PV_ATCC8482_01104
OG0001150	PV_ATCC8482_01105	PV_ATCC8482_01105
OG0001151	PV_ATCC8482_01106	PV_ATCC8482_01106
OG0001152	PV_ATCC8482_01107	PV_ATCC8482_01107
OG0001153	PV_ATCC8482_01108	PV_ATCC8482_01108
OG0001154	PV_ATCC8482_01109	PV_ATCC8482_01109
OG0001155	PV_ATCC8482_01111	PV_ATCC8482_01111
OG0001156	PV_ATCC8482_01112	PV_ATCC8482_01112
OG0001157	PV_ATCC8482_01113	PV_ATCC8482_01113
OG0001158	PV_ATCC8482_01114	PV_ATCC8482_01114
OG0001159	PV_ATCC8482_01115	PV_ATCC8482_01115
OG0001160	PV_ATCC8482_01116	PV_ATCC8482_01116
OG0001161	PV_ATCC8482_01117	PV_ATCC8482_01117
OG0001162	PV_ATCC8482_01118	PV_ATCC8482_01118
OG0001163	PV_ATCC8482_01119	PV_ATCC8482_01119
OG0001164	PV_ATCC8482_01120	PV_ATCC8482_01120
OG0001165	PV_ATCC8482_01121	PV_ATCC8482_01121
OG0001166	PV_ATCC8482_01122	PV_ATCC8482_01122
OG0001167	PV_ATCC8482_01123	PV_ATCC8482_01123
OG0001168	PV_ATCC8482_01124	PV_ATCC8482_01124
OG0001169	PV_ATCC8482_01125	PV_ATCC8482_01125
OG0001170	PV_ATCC8482_01126	PV_ATCC8482_01126
OG0001171	PV_ATCC8482_01127	PV_ATCC8482_01127
OG0001172	PV_ATCC8482_01128	PV_ATCC8482_01128
OG0001173	PV_ATCC8482_01129	PV_ATCC8482_01129
OG0001174	PV_ATCC8482_01130	PV_ATCC8482_01130
OG0001175	PV_ATCC8482_01131	PV_ATCC8482_01131
OG0001176	PV_ATCC8482_01132	PV_ATCC8482_01132
OG0001177	PV_ATCC8482_01133	PV_ATCC8482_01133
OG0001178	PV_ATCC8482_01134	PV_ATCC8482_01134
OG0001179	PV_ATCC8482_01135	PV_ATCC8482_01135
OG0001180	PV_ATCC8482_01136	PV_ATCC8482_01136
OG0001181	PV_ATCC8482_01137	PV_ATCC8482_01137
OG0001182	PV_ATCC8482_01138	PV_ATCC8482_01138
OG0001183	PV_ATCC8482_01139	PV_ATCC8482_01139
OG0001184	PV_ATCC8482_01140	PV_ATCC8482_01140
OG0001185	PV_ATCC8482_01141	PV_ATCC8482_01141
OG0001186	PV_ATCC8482_01142	PV_ATCC8482_01142
OG0001187	PV_ATCC8482_01143	PV_ATCC8482_01143
OG0001188	PV_ATCC8482_01144	PV_ATCC8482_01144
OG0001189	PV_ATCC8482_01145	PV_ATCC8482_01145
OG0001190	PV_ATCC8482_01146	PV_ATCC8482_01146
OG0001191	PV_ATCC8482_01147	PV_ATCC8482_01147
OG0001192	PV_ATCC8482_01148	PV_ATCC8482_01148
OG0001193	PV_ATCC8482_01149	PV_ATCC8482_01149
OG0001194	PV_ATCC8482_01150	PV_ATCC8482_01150
OG0001195	PV_ATCC8482_01151	PV_ATCC8482_01151
OG0001196	PV_ATCC8482_01152	PV_ATCC8482_01152
OG0001197	PV_ATCC8482_01153	PV_ATCC8482_01153
OG0001198	PV_ATCC8482_01154	PV_ATCC8482_01154
OG0001199	PV_ATCC8482_01155	PV_ATCC8482_01155
OG0001200	PV_ATCC8482_01156	PV_ATCC8482_01156
OG0001201	PV_ATCC8482_01157	PV_ATCC8482_01157
OG0001202	PV_ATCC8482_01158	PV_ATCC8482_01158
OG0001203	PV_ATCC8482_01159	PV_ATCC8482_01159
OG0001204	PV_ATCC8482_01160	PV_ATCC8482_01160
OG0001205	PV_ATCC8482_01161	PV_ATCC8482_01161
OG0001206	PV_ATCC8482_01162	PV_ATCC8482_01162
OG0001207	PV_ATCC8482_01163	PV_ATCC8482_01163
OG0001208	PV_ATCC8482_01164	PV_ATCC8482_01164
OG0001209	PV_ATCC8482_01165	PV_ATCC8482_01165
OG0001210	PV_ATCC8482_01166	PV_ATCC8482_01166
OG0001211	PV_ATCC8482_01167	PV_ATCC8482_01167
OG0001212	PV_ATCC8482_01168	PV_ATCC8482_01168
OG0001213	PV_ATCC8482_01169	PV_ATCC8482_01169
OG0001214	PV_ATCC8482_01170	PV_ATCC8482_01170
OG0001215	PV_ATCC8482_01171	PV_ATCC8482_01171
OG0001216	PV_ATCC8482_01172	PV_ATCC8482_01172
OG0001217	PV_ATCC8482_01173	PV_ATCC8482_01173
OG0001218	PV_ATCC8482_01174	PV_ATCC8482_01174
OG0001219	PV_ATCC8482_01175	PV_ATCC8482_01175
OG0001220	PV_ATCC8482_01176	PV_ATCC8482_01176
OG0001221	PV_ATCC8482_01177	PV_ATCC8482_01177
OG0001222	PV_ATCC8482_01178	PV_ATCC8482_01178
OG0001223	PV_ATCC8482_01179	PV_ATCC8482_01179
OG0001224	PV_ATCC8482_01180	PV_ATCC8482_01180
OG0001225	PV_ATCC8482_01181	PV_ATCC8482_01181
OG0001226	PV_ATCC8482_01182	PV_ATCC8482_01182
OG0001227	PV_ATCC8482_01183	PV_ATCC8482_01183
OG0001228	PV_ATCC8482_01184	PV_ATCC8482_01184
OG0001229	PV_ATCC8482_01185	PV_ATCC8482_01185
OG0001230	PV_ATCC8482_01186	PV_ATCC8482_01186
OG0001231	PV_ATCC8482_01187	PV_ATCC8482_01187
OG0001232	PV_ATCC8482_01188	PV_ATCC8482_01188
OG0001233	PV_ATCC8482_01189	PV_ATCC8482_01189
OG0001234	PV_ATCC8482_01190	PV_ATCC8482_01190
OG0001235	PV_ATCC8482_01191	PV_ATCC8482_01191
OG0001236	PV_ATCC8482_01192	PV_ATCC8482_01192
OG0001237	PV_ATCC8482_01193	PV_ATCC8482_01193
OG0001238	PV_ATCC8482_01194	PV_ATCC8482_01194
OG0001239	PV_ATCC8482_01196	PV_ATCC8482_01196
OG0001240	PV_ATCC8482_01197	PV_ATCC8482_01197
OG0001241	PV_ATCC8482_01198	PV_ATCC8482_01198
OG0001242	PV_ATCC8482_01199	PV_ATCC8482_01199
OG0001243	PV_ATCC8482_01200	PV_ATCC8482_01200
OG0001244	PV_ATCC8482_01201	PV_ATCC8482_01201
OG0001245	PV_ATCC8482_01202	PV_ATCC8482_01202
OG0001246	PV_ATCC8482_01203	PV_ATCC8482_01203
OG0001247	PV_ATCC8482_01204	PV_ATCC8482_01204
OG0001248	PV_ATCC8482_01205	PV_ATCC8482_01205
OG0001249	PV_ATCC8482_01206	PV_ATCC8482_01206
OG0001250	PV_ATCC8482_01207	PV_ATCC8482_01207
OG0001251	PV_ATCC8482_01208	PV_ATCC8482_01208
OG0001252	PV_ATCC8482_01209	PV_ATCC8482_01209
OG0001253	PV_ATCC8482_01210	PV_ATCC8482_01210
OG0001254	PV_ATCC8482_01211	PV_ATCC8482_01211
OG0001255	PV_ATCC8482_01212	PV_ATCC8482_01212
OG0001256	PV_ATCC8482_01213	PV_ATCC8482_01213
OG0001257	PV_ATCC8482_01214	PV_ATCC8482_01214
OG0001258	PV_ATCC8482_01215	PV_ATCC8482_01215
OG0001259	PV_ATCC8482_01216	PV_ATCC8482_01216
OG0001260	PV_ATCC8482_01217	PV_ATCC8482_01217
OG0001261	PV_ATCC8482_01218	PV_ATCC8482_01218
OG0001262	PV_ATCC8482_01219	PV_ATCC8482_01219
OG0001263	PV_ATCC8482_01220	PV_ATCC8482_01220
OG0001264	PV_ATCC8482_01221	PV_ATCC8482_01221
OG0001265	PV_ATCC8482_01222	PV_ATCC8482_01222
OG0001266	PV_ATCC8482_01223	PV_ATCC8482_01223
OG0001267	PV_ATCC8482_01226	PV_ATCC8482_01226
OG0001268	PV_ATCC8482_01227	PV_ATCC8482_01227
OG0001269	PV_ATCC8482_01228	PV_ATCC8482_01228
OG0001270	PV_ATCC8482_01229	PV_ATCC8482_01229
OG0001271	PV_ATCC8482_01230	PV_ATCC8482_01230
OG0001272	PV_ATCC8482_01231	PV_ATCC8482_01231
OG0001273	PV_ATCC8482_01232	PV_ATCC8482_01232
OG0001274	PV_ATCC8482_01233	PV_ATCC8482_01233
OG0001275	PV_ATCC8482_01234	PV_ATCC8482_01234
OG0001276	PV_ATCC8482_01235	PV_ATCC8482_01235
OG0001277	PV_ATCC8482_01236	PV_ATCC8482_01236
OG0001278	PV_ATCC8482_01237	PV_ATCC8482_01237
OG0001279	PV_ATCC8482_01238	PV_ATCC8482_01238
OG0001280	PV_ATCC8482_01240	PV_ATCC8482_01240
OG0001281	PV_ATCC8482_01241	PV_ATCC8482_01241
OG0001282	PV_ATCC8482_01242	PV_ATCC8482_01242
OG0001283	PV_ATCC8482_01243	PV_ATCC8482_01243
OG0001284	PV_ATCC8482_01244	PV_ATCC8482_01244
OG0001285	PV_ATCC8482_01245	PV_ATCC8482_01245
OG0001286	PV_ATCC8482_01246	PV_ATCC8482_01246
OG0001287	PV_ATCC8482_01247	PV_ATCC8482_01247
OG0001288	PV_ATCC8482_01248	PV_ATCC8482_01248
OG0001289	PV_ATCC8482_01249	PV_ATCC8482_01249
OG0001290	PV_ATCC8482_01250	PV_ATCC8482_01250
OG0001291	PV_ATCC8482_01251	PV_ATCC8482_01251
OG0001292	PV_ATCC8482_01252	PV_ATCC8482_01252
OG0001293	PV_ATCC8482_01253	PV_ATCC8482_01253
OG0001294	PV_ATCC8482_01254	PV_ATCC8482_01254
OG0001295	PV_ATCC8482_01255	PV_ATCC8482_01255
OG0001296	PV_ATCC8482_01256	PV_ATCC8482_01256
OG0001297	PV_ATCC8482_01257	PV_ATCC8482_01257
OG0001298	PV_ATCC8482_01258	PV_ATCC8482_01258
OG0001299	PV_ATCC8482_01259	PV_ATCC8482_01259
OG0001300	PV_ATCC8482_01260	PV_ATCC8482_01260
OG0001301	PV_ATCC8482_01261	PV_ATCC8482_01261
OG0001302	PV_ATCC8482_01262	PV_ATCC8482_01262
OG0001303	PV_ATCC8482_01263	PV_ATCC8482_01263
OG0001304	PV_ATCC8482_01264	PV_ATCC8482_01264
OG0001305	PV_ATCC8482_01265	PV_ATCC8482_01265
OG0001306	PV_ATCC8482_01266	PV_ATCC8482_01266
OG0001307	PV_ATCC8482_01267	PV_ATCC8482_01267
OG0001308	PV_ATCC8482_01268	PV_ATCC8482_01268
OG0001309	PV_ATCC8482_01269	PV_ATCC8482_01269
OG0001310	PV_ATCC8482_01270	PV_ATCC8482_01270
OG0001311	PV_ATCC8482_01271	PV_ATCC8482_01271
OG0001312	PV_ATCC8482_01275	PV_ATCC8482_01275
OG0001313	PV_ATCC8482_01276	PV_ATCC8482_01276
OG0001314	PV_ATCC8482_01277	PV_ATCC8482_01277
OG0001315	PV_ATCC8482_01278	PV_ATCC8482_01278
OG0001316	PV_ATCC8482_01279	PV_ATCC8482_01279
OG0001317	PV_ATCC8482_01280	PV_ATCC8482_01280
OG0001318	PV_ATCC8482_01281	PV_ATCC8482_01281
OG0001319	PV_ATCC8482_01282	PV_ATCC8482_01282
OG0001320	PV_ATCC8482_01283	PV_ATCC8482_01283
OG0001321	PV_ATCC8482_01284	PV_ATCC8482_01284
OG0001322	PV_ATCC8482_01285	PV_ATCC8482_01285
OG0001323	PV_ATCC8482_01286	PV_ATCC8482_01286
OG0001324	PV_ATCC8482_01287	PV_ATCC8482_01287
OG0001325	PV_ATCC8482_01288	PV_ATCC8482_01288
OG0001326	PV_ATCC8482_01289	PV_ATCC8482_01289
OG0001327	PV_ATCC8482_01290	PV_ATCC8482_01290
OG0001328	PV_ATCC8482_01291	PV_ATCC8482_01291
OG0001329	PV_ATCC8482_01292	PV_ATCC8482_01292
OG0001330	PV_ATCC8482_01293	PV_ATCC8482_01293
OG0001331	PV_ATCC8482_01294	PV_ATCC8482_01294
OG0001332	PV_ATCC8482_01295	PV_ATCC8482_01295
OG0001333	PV_ATCC8482_01296	PV_ATCC8482_01296
OG0001334	PV_ATCC8482_01297	PV_ATCC8482_01297
OG0001335	PV_ATCC8482_01298	PV_ATCC8482_01298
OG0001336	PV_ATCC8482_01299	PV_ATCC8482_01299
OG0001337	PV_ATCC8482_01300	PV_ATCC8482_01300
OG0001338	PV_ATCC8482_01301	PV_ATCC8482_01301
OG0001339	PV_ATCC8482_01302	PV_ATCC8482_01302
OG0001340	PV_ATCC8482_01303	PV_ATCC8482_01303
OG0001341	PV_ATCC8482_01304	PV_ATCC8482_01304
OG0001342	PV_ATCC8482_01305	PV_ATCC8482_01305
OG0001343	PV_ATCC8482_01306	PV_ATCC8482_01306
OG0001344	PV_ATCC8482_01307	PV_ATCC8482_01307
OG0001345	PV_ATCC8482_01308	PV_ATCC8482_01308
OG0001346	PV_ATCC8482_01309	PV_ATCC8482_01309
OG0001347	PV_ATCC8482_01311	PV_ATCC8482_01311
OG0001348	PV_ATCC8482_01312	PV_ATCC8482_01312
OG0001349	PV_ATCC8482_01313	PV_ATCC8482_01313
OG0001350	PV_ATCC8482_01314	PV_ATCC8482_01314
OG0001351	PV_ATCC8482_01315	PV_ATCC8482_01315
OG0001352	PV_ATCC8482_01316	PV_ATCC8482_01316
OG0001353	PV_ATCC8482_01317	PV_ATCC8482_01317
OG0001354	PV_ATCC8482_01318	PV_ATCC8482_01318
OG0001355	PV_ATCC8482_01319	PV_ATCC8482_01319
OG0001356	PV_ATCC8482_01320	PV_ATCC8482_01320
OG0001357	PV_ATCC8482_01321	PV_ATCC8482_01321
OG0001358	PV_ATCC8482_01322	PV_ATCC8482_01322
OG0001359	PV_ATCC8482_01323	PV_ATCC8482_01323
OG0001360	PV_ATCC8482_01324	PV_ATCC8482_01324
OG0001361	PV_ATCC8482_01325	PV_ATCC8482_01325
OG0001362	PV_ATCC8482_01326	PV_ATCC8482_01326
OG0001363	PV_ATCC8482_01327	PV_ATCC8482_01327
OG0001364	PV_ATCC8482_01329	PV_ATCC8482_01329
OG0001365	PV_ATCC8482_01330	PV_ATCC8482_01330
OG0001366	PV_ATCC8482_01331	PV_ATCC8482_01331
OG0001367	PV_ATCC8482_01333	PV_ATCC8482_01333
OG0001368	PV_ATCC8482_01334	PV_ATCC8482_01334
OG0001369	PV_ATCC8482_01335	PV_ATCC8482_01335
OG0001370	PV_ATCC8482_01336	PV_ATCC8482_01336
OG0001371	PV_ATCC8482_01337	PV_ATCC8482_01337
OG0001372	PV_ATCC8482_01338	PV_ATCC8482_01338
OG0001373	PV_ATCC8482_01339	PV_ATCC8482_01339
OG0001374	PV_ATCC8482_01340	PV_ATCC8482_01340
OG0001375	PV_ATCC8482_01341	PV_ATCC8482_01341
OG0001376	PV_ATCC8482_01342	PV_ATCC8482_01342
OG0001377	PV_ATCC8482_01343	PV_ATCC8482_01343
OG0001378	PV_ATCC8482_01344	PV_ATCC8482_01344
OG0001379	PV_ATCC8482_01345	PV_ATCC8482_01345
OG0001380	PV_ATCC8482_01346	PV_ATCC8482_01346
OG0001381	PV_ATCC8482_01347	PV_ATCC8482_01347
OG0001382	PV_ATCC8482_01348	PV_ATCC8482_01348
OG0001383	PV_ATCC8482_01349	PV_ATCC8482_01349
OG0001384	PV_ATCC8482_01350	PV_ATCC8482_01350
OG0001385	PV_ATCC8482_01352	PV_ATCC8482_01352
OG0001386	PV_ATCC8482_01353	PV_ATCC8482_01353
OG0001387	PV_ATCC8482_01354	PV_ATCC8482_01354
OG0001388	PV_ATCC8482_01355	PV_ATCC8482_01355
OG0001389	PV_ATCC8482_01356	PV_ATCC8482_01356
OG0001390	PV_ATCC8482_01357	PV_ATCC8482_01357
OG0001391	PV_ATCC8482_01358	PV_ATCC8482_01358
OG0001392	PV_ATCC8482_01359	PV_ATCC8482_01359
OG0001393	PV_ATCC8482_01360	PV_ATCC8482_01360
OG0001394	PV_ATCC8482_01361	PV_ATCC8482_01361
OG0001395	PV_ATCC8482_01362	PV_ATCC8482_01362
OG0001396	PV_ATCC8482_01363	PV_ATCC8482_01363
OG0001397	PV_ATCC8482_01364	PV_ATCC8482_01364
OG0001398	PV_ATCC8482_01365	PV_ATCC8482_01365
OG0001399	PV_ATCC8482_01366	PV_ATCC8482_01366
OG0001400	PV_ATCC8482_01367	PV_ATCC8482_01367
OG0001401	PV_ATCC8482_01368	PV_ATCC8482_01368
OG0001402	PV_ATCC8482_01369	PV_ATCC8482_01369
OG0001403	PV_ATCC8482_01370	PV_ATCC8482_01370
OG0001404	PV_ATCC8482_01371	PV_ATCC8482_01371
OG0001405	PV_ATCC8482_01375	PV_ATCC8482_01375
OG0001406	PV_ATCC8482_01376	PV_ATCC8482_01376
OG0001407	PV_ATCC8482_01377	PV_ATCC8482_01377
OG0001408	PV_ATCC8482_01378	PV_ATCC8482_01378
OG0001409	PV_ATCC8482_01379	PV_ATCC8482_01379
OG0001410	PV_ATCC8482_01380	PV_ATCC8482_01380
OG0001411	PV_ATCC8482_01381	PV_ATCC8482_01381
OG0001412	PV_ATCC8482_01382	PV_ATCC8482_01382
OG0001413	PV_ATCC8482_01383	PV_ATCC8482_01383
OG0001414	PV_ATCC8482_01384	PV_ATCC8482_01384
OG0001415	PV_ATCC8482_01385	PV_ATCC8482_01385
OG0001416	PV_ATCC8482_01386	PV_ATCC8482_01386
OG0001417	PV_ATCC8482_01387	PV_ATCC8482_01387
OG0001418	PV_ATCC8482_01388	PV_ATCC8482_01388
OG0001419	PV_ATCC8482_01389	PV_ATCC8482_01389
OG0001420	PV_ATCC8482_01390	PV_ATCC8482_01390
OG0001421	PV_ATCC8482_01391	PV_ATCC8482_01391
OG0001422	PV_ATCC8482_01392	PV_ATCC8482_01392
OG0001423	PV_ATCC8482_01393	PV_ATCC8482_01393
OG0001424	PV_ATCC8482_01394	PV_ATCC8482_01394
OG0001425	PV_ATCC8482_01395	PV_ATCC8482_01395
OG0001426	PV_ATCC8482_01396	PV_ATCC8482_01396
OG0001427	PV_ATCC8482_01397	PV_ATCC8482_01397
OG0001428	PV_ATCC8482_01398	PV_ATCC8482_01398
OG0001429	PV_ATCC8482_01399	PV_ATCC8482_01399
OG0001430	PV_ATCC8482_01400	PV_ATCC8482_01400
OG0001431	PV_ATCC8482_01401	PV_ATCC8482_01401
OG0001432	PV_ATCC8482_01402	PV_ATCC8482_01402
OG0001433	PV_ATCC8482_01403	PV_ATCC8482_01403
OG0001434	PV_ATCC8482_01404	PV_ATCC8482_01404
OG0001435	PV_ATCC8482_01405	PV_ATCC8482_01405
OG0001436	PV_ATCC8482_01406	PV_ATCC8482_01406
OG0001437	PV_ATCC8482_01407	PV_ATCC8482_01407
