Orthogroup	BU_ATCC8492	BU_ATCC8492_copy
OG0000859_1	BU_ATCC8492_00735	BU_ATCC8492_copy_00735
OG0000860_1	BU_ATCC8492_00736	BU_ATCC8492_copy_00736
OG0000861_1	BU_ATCC8492_00737	BU_ATCC8492_copy_00737
OG0000862_1	BU_ATCC8492_00738	BU_ATCC8492_copy_00738
OG0000863_1	BU_ATCC8492_00739	BU_ATCC8492_copy_00739
OG0000864_1	BU_ATCC8492_00740	BU_ATCC8492_copy_00740
OG0000865_1	BU_ATCC8492_00741	BU_ATCC8492_copy_00741
OG0000866_1	BU_ATCC8492_00742	BU_ATCC8492_copy_00742
OG0000867_1	BU_ATCC8492_00743	BU_ATCC8492_copy_00743
OG0000868_1	BU_ATCC8492_00744	BU_ATCC8492_copy_00744
OG0000869_1	BU_ATCC8492_00745	BU_ATCC8492_copy_00745
OG0000870_1	BU_ATCC8492_00746	BU_ATCC8492_copy_00746
OG0000871_1	BU_ATCC8492_00747	BU_ATCC8492_copy_00747
OG0000872_1	BU_ATCC8492_00748	BU_ATCC8492_copy_00748
OG0000873_1	BU_ATCC8492_00749	BU_ATCC8492_copy_00749
OG0000874_1	BU_ATCC8492_00750	BU_ATCC8492_copy_00750
OG0000875_1	BU_ATCC8492_00751	BU_ATCC8492_copy_00751
OG0000876_1	BU_ATCC8492_00752	BU_ATCC8492_copy_00752
OG0000877_1	BU_ATCC8492_00753	BU_ATCC8492_copy_00753
OG0000878_1	BU_ATCC8492_00754	BU_ATCC8492_copy_00754
OG0000879_1	BU_ATCC8492_00755	BU_ATCC8492_copy_00755
OG0000880_1	BU_ATCC8492_00756	BU_ATCC8492_copy_00756
OG0000881_1	BU_ATCC8492_00758	BU_ATCC8492_copy_00758
OG0000882_1	BU_ATCC8492_00759	BU_ATCC8492_copy_00759
OG0000883_1	BU_ATCC8492_00760	BU_ATCC8492_copy_00760
OG0000884_1	BU_ATCC8492_00761	BU_ATCC8492_copy_00761
OG0000885_1	BU_ATCC8492_00762	BU_ATCC8492_copy_00762
OG0000886_1	BU_ATCC8492_00763	BU_ATCC8492_copy_00763
OG0000887_1	BU_ATCC8492_00764	BU_ATCC8492_copy_00764
OG0000888_1	BU_ATCC8492_00765	BU_ATCC8492_copy_00765
OG0000889_1	BU_ATCC8492_00766	BU_ATCC8492_copy_00766
OG0000890_1	BU_ATCC8492_00767	BU_ATCC8492_copy_00767
OG0000891_1	BU_ATCC8492_00768	BU_ATCC8492_copy_00768
OG0000892_1	BU_ATCC8492_00769	BU_ATCC8492_copy_00769
OG0000893_1	BU_ATCC8492_00770	BU_ATCC8492_copy_00770
OG0000894_1	BU_ATCC8492_00771	BU_ATCC8492_copy_00771
OG0000895_1	BU_ATCC8492_00772	BU_ATCC8492_copy_00772
OG0000896_1	BU_ATCC8492_00773	BU_ATCC8492_copy_00773
OG0000897_1	BU_ATCC8492_00774	BU_ATCC8492_copy_00774
OG0000898_1	BU_ATCC8492_00775	BU_ATCC8492_copy_00775
OG0000899_1	BU_ATCC8492_00776	BU_ATCC8492_copy_00776
OG0000900_1	BU_ATCC8492_00777	BU_ATCC8492_copy_00777
OG0000901_1	BU_ATCC8492_00778	BU_ATCC8492_copy_00778
OG0000902_1	BU_ATCC8492_00779	BU_ATCC8492_copy_00779
OG0000903_1	BU_ATCC8492_00780	BU_ATCC8492_copy_00780
OG0000904_1	BU_ATCC8492_00781	BU_ATCC8492_copy_00781
OG0000905_1	BU_ATCC8492_00782	BU_ATCC8492_copy_00782
OG0000906_1	BU_ATCC8492_00783	BU_ATCC8492_copy_00783
OG0000907_1	BU_ATCC8492_00784	BU_ATCC8492_copy_00784
OG0000908_1	BU_ATCC8492_00785	BU_ATCC8492_copy_00785
OG0000909_1	BU_ATCC8492_00786	BU_ATCC8492_copy_00786
OG0000910_1	BU_ATCC8492_00787	BU_ATCC8492_copy_00787
OG0000911_1	BU_ATCC8492_00788	BU_ATCC8492_copy_00788
OG0000912_1	BU_ATCC8492_00789	BU_ATCC8492_copy_00789
OG0000913_1	BU_ATCC8492_00790	BU_ATCC8492_copy_00790
OG0000914_1	BU_ATCC8492_00791	BU_ATCC8492_copy_00791
OG0000915_1	BU_ATCC8492_00792	BU_ATCC8492_copy_00792
OG0000916_1	BU_ATCC8492_00794	BU_ATCC8492_copy_00794
OG0000917_1	BU_ATCC8492_00795	BU_ATCC8492_copy_00795
OG0000918_1	BU_ATCC8492_00796	BU_ATCC8492_copy_00796
OG0000919_1	BU_ATCC8492_00797	BU_ATCC8492_copy_00797
OG0000920_1	BU_ATCC8492_00799	BU_ATCC8492_copy_00799
OG0000921_1	BU_ATCC8492_00800	BU_ATCC8492_copy_00800
OG0000922_1	BU_ATCC8492_00801	BU_ATCC8492_copy_00801
OG0000923_1	BU_ATCC8492_00802	BU_ATCC8492_copy_00802
OG0000924_1	BU_ATCC8492_00803	BU_ATCC8492_copy_00803
OG0000925_1	BU_ATCC8492_00804	BU_ATCC8492_copy_00804
OG0000926_1	BU_ATCC8492_00805	BU_ATCC8492_copy_00805
OG0000927_1	BU_ATCC8492_00808	BU_ATCC8492_copy_00808
OG0000928_1	BU_ATCC8492_00809	BU_ATCC8492_copy_00809
OG0000929_1	BU_ATCC8492_00810	BU_ATCC8492_copy_00810
OG0000930_1	BU_ATCC8492_00811	BU_ATCC8492_copy_00811
OG0000931_1	BU_ATCC8492_00812	BU_ATCC8492_copy_00812
OG0000932_1	BU_ATCC8492_00813	BU_ATCC8492_copy_00813
OG0000933_1	BU_ATCC8492_00814	BU_ATCC8492_copy_00814
OG0000934_1	BU_ATCC8492_00815	BU_ATCC8492_copy_00815
OG0000935_1	BU_ATCC8492_00816	BU_ATCC8492_copy_00816
OG0000936_1	BU_ATCC8492_00817	BU_ATCC8492_copy_00817
OG0000937_1	BU_ATCC8492_00818	BU_ATCC8492_copy_00818
OG0000938_1	BU_ATCC8492_00819	BU_ATCC8492_copy_00819
OG0000939_1	BU_ATCC8492_00820	BU_ATCC8492_copy_00820
OG0000940_1	BU_ATCC8492_00821	BU_ATCC8492_copy_00821
OG0000941_1	BU_ATCC8492_00823	BU_ATCC8492_copy_00823
OG0000942_1	BU_ATCC8492_00824	BU_ATCC8492_copy_00824
OG0000943_1	BU_ATCC8492_00825	BU_ATCC8492_copy_00825
OG0000944_1	BU_ATCC8492_00826	BU_ATCC8492_copy_00826
OG0000945_1	BU_ATCC8492_00827	BU_ATCC8492_copy_00827
OG0000946_1	BU_ATCC8492_00828	BU_ATCC8492_copy_00828
OG0000947_1	BU_ATCC8492_00829	BU_ATCC8492_copy_00829
OG0000948_1	BU_ATCC8492_00830	BU_ATCC8492_copy_00830
OG0000949_1	BU_ATCC8492_00831	BU_ATCC8492_copy_00831
OG0000950_1	BU_ATCC8492_00832	BU_ATCC8492_copy_00832
OG0000951_1	BU_ATCC8492_00833	BU_ATCC8492_copy_00833
OG0000952_1	BU_ATCC8492_00834	BU_ATCC8492_copy_00834
OG0000953_1	BU_ATCC8492_00835	BU_ATCC8492_copy_00835
OG0000954_1	BU_ATCC8492_00836	BU_ATCC8492_copy_00836
OG0000955_1	BU_ATCC8492_00837	BU_ATCC8492_copy_00837
OG0000956_1	BU_ATCC8492_00838	BU_ATCC8492_copy_00838
OG0000957_1	BU_ATCC8492_00839	BU_ATCC8492_copy_00839
OG0000958_1	BU_ATCC8492_00840	BU_ATCC8492_copy_00840
OG0000959_1	BU_ATCC8492_00841	BU_ATCC8492_copy_00841
OG0000960_1	BU_ATCC8492_00842	BU_ATCC8492_copy_00842
OG0000961_1	BU_ATCC8492_00843	BU_ATCC8492_copy_00843
OG0000962_1	BU_ATCC8492_00844	BU_ATCC8492_copy_00844
OG0000963_1	BU_ATCC8492_00845	BU_ATCC8492_copy_00845
OG0000964_1	BU_ATCC8492_00846	BU_ATCC8492_copy_00846
OG0000965_1	BU_ATCC8492_00847	BU_ATCC8492_copy_00847
OG0000966_1	BU_ATCC8492_00848	BU_ATCC8492_copy_00848
OG0000967_1	BU_ATCC8492_00849	BU_ATCC8492_copy_00849
OG0000968_1	BU_ATCC8492_00850	BU_ATCC8492_copy_00850
OG0000969_1	BU_ATCC8492_00851	BU_ATCC8492_copy_00851
OG0000970_1	BU_ATCC8492_00852	BU_ATCC8492_copy_00852
OG0000971_1	BU_ATCC8492_00853	BU_ATCC8492_copy_00853
OG0000972_1	BU_ATCC8492_00854	BU_ATCC8492_copy_00854
OG0000973_1	BU_ATCC8492_00855	BU_ATCC8492_copy_00855
OG0000974_1	BU_ATCC8492_00856	BU_ATCC8492_copy_00856
OG0000975_1	BU_ATCC8492_00857	BU_ATCC8492_copy_00857
OG0000976_1	BU_ATCC8492_00858	BU_ATCC8492_copy_00858
OG0000977_1	BU_ATCC8492_00859	BU_ATCC8492_copy_00859
OG0000978_1	BU_ATCC8492_00860	BU_ATCC8492_copy_00860
OG0000979_1	BU_ATCC8492_00861	BU_ATCC8492_copy_00861
OG0000980_1	BU_ATCC8492_00862	BU_ATCC8492_copy_00862
OG0000981_1	BU_ATCC8492_00863	BU_ATCC8492_copy_00863
OG0000982_1	BU_ATCC8492_00864	BU_ATCC8492_copy_00864
OG0000983_1	BU_ATCC8492_00865	BU_ATCC8492_copy_00865
OG0000984_1	BU_ATCC8492_00866	BU_ATCC8492_copy_00866
OG0000985_1	BU_ATCC8492_00867	BU_ATCC8492_copy_00867
OG0000986_1	BU_ATCC8492_00868	BU_ATCC8492_copy_00868
OG0000987_1	BU_ATCC8492_00869	BU_ATCC8492_copy_00869
OG0000988_1	BU_ATCC8492_00870	BU_ATCC8492_copy_00870
OG0000989_1	BU_ATCC8492_00871	BU_ATCC8492_copy_00871
OG0000990_1	BU_ATCC8492_00872	BU_ATCC8492_copy_00872
OG0000991_1	BU_ATCC8492_00873	BU_ATCC8492_copy_00873
OG0000992_1	BU_ATCC8492_00874	BU_ATCC8492_copy_00874
OG0000993_1	BU_ATCC8492_00875	BU_ATCC8492_copy_00875
OG0000994_1	BU_ATCC8492_00876	BU_ATCC8492_copy_00876
OG0000995_1	BU_ATCC8492_00877	BU_ATCC8492_copy_00877
OG0000996_1	BU_ATCC8492_00878	BU_ATCC8492_copy_00878
OG0000997_1	BU_ATCC8492_00880	BU_ATCC8492_copy_00880
OG0000998_1	BU_ATCC8492_00881	BU_ATCC8492_copy_00881
OG0000999_1	BU_ATCC8492_00882	BU_ATCC8492_copy_00882
OG0001000_1	BU_ATCC8492_00884	BU_ATCC8492_copy_00884
OG0001001_1	BU_ATCC8492_00885	BU_ATCC8492_copy_00885
OG0001002_1	BU_ATCC8492_00886	BU_ATCC8492_copy_00886
OG0001003_1	BU_ATCC8492_00887	BU_ATCC8492_copy_00887
OG0001004_1	BU_ATCC8492_00889	BU_ATCC8492_copy_00889
OG0001005_1	BU_ATCC8492_00890	BU_ATCC8492_copy_00890
OG0001006_1	BU_ATCC8492_00891	BU_ATCC8492_copy_00891
OG0001007_1	BU_ATCC8492_00892	BU_ATCC8492_copy_00892
OG0001008_1	BU_ATCC8492_00893	BU_ATCC8492_copy_00893
OG0001009_1	BU_ATCC8492_00894	BU_ATCC8492_copy_00894
OG0001010_1	BU_ATCC8492_00895	BU_ATCC8492_copy_00895
OG0001011_1	BU_ATCC8492_00896	BU_ATCC8492_copy_00896
OG0001012_1	BU_ATCC8492_00897	BU_ATCC8492_copy_00897
OG0001013_1	BU_ATCC8492_00898	BU_ATCC8492_copy_00898
OG0001014_1	BU_ATCC8492_00899	BU_ATCC8492_copy_00899
OG0001015_1	BU_ATCC8492_00900	BU_ATCC8492_copy_00900
OG0001016_1	BU_ATCC8492_00902	BU_ATCC8492_copy_00902
OG0001017_1	BU_ATCC8492_00903	BU_ATCC8492_copy_00903
OG0001018_1	BU_ATCC8492_00904	BU_ATCC8492_copy_00904
OG0001019_1	BU_ATCC8492_00905	BU_ATCC8492_copy_00905
OG0001020_1	BU_ATCC8492_00906	BU_ATCC8492_copy_00906
OG0001021_1	BU_ATCC8492_00907	BU_ATCC8492_copy_00907
OG0001022_1	BU_ATCC8492_00908	BU_ATCC8492_copy_00908
OG0001023_1	BU_ATCC8492_00909	BU_ATCC8492_copy_00909
OG0001024_1	BU_ATCC8492_00910	BU_ATCC8492_copy_00910
OG0001025_1	BU_ATCC8492_00911	BU_ATCC8492_copy_00911
OG0001026_1	BU_ATCC8492_00912	BU_ATCC8492_copy_00912
OG0001027_1	BU_ATCC8492_00913	BU_ATCC8492_copy_00913
OG0001028_1	BU_ATCC8492_00914	BU_ATCC8492_copy_00914
OG0001029_1	BU_ATCC8492_00915	BU_ATCC8492_copy_00915
OG0001030_1	BU_ATCC8492_00917	BU_ATCC8492_copy_00917
OG0001031_1	BU_ATCC8492_00918	BU_ATCC8492_copy_00918
OG0001032_1	BU_ATCC8492_00919	BU_ATCC8492_copy_00919
OG0001033_1	BU_ATCC8492_00921	BU_ATCC8492_copy_00921
OG0001034_1	BU_ATCC8492_00922	BU_ATCC8492_copy_00922
OG0001035_1	BU_ATCC8492_00923	BU_ATCC8492_copy_00923
OG0001036_1	BU_ATCC8492_00924	BU_ATCC8492_copy_00924
OG0001037_1	BU_ATCC8492_00925	BU_ATCC8492_copy_00925
OG0001038_1	BU_ATCC8492_00926	BU_ATCC8492_copy_00926
OG0001039_1	BU_ATCC8492_00927	BU_ATCC8492_copy_00927
OG0001040_1	BU_ATCC8492_00928	BU_ATCC8492_copy_00928
OG0001041_1	BU_ATCC8492_00929	BU_ATCC8492_copy_00929
OG0001042_1	BU_ATCC8492_00930	BU_ATCC8492_copy_00930
OG0001043_1	BU_ATCC8492_00931	BU_ATCC8492_copy_00931
OG0001044_1	BU_ATCC8492_00932	BU_ATCC8492_copy_00932
OG0001045_1	BU_ATCC8492_00933	BU_ATCC8492_copy_00933
OG0001046_1	BU_ATCC8492_00934	BU_ATCC8492_copy_00934
OG0001047_1	BU_ATCC8492_00935	BU_ATCC8492_copy_00935
OG0001048_1	BU_ATCC8492_00936	BU_ATCC8492_copy_00936
OG0001049_1	BU_ATCC8492_00937	BU_ATCC8492_copy_00937
OG0001050_1	BU_ATCC8492_00938	BU_ATCC8492_copy_00938
OG0001051_1	BU_ATCC8492_00939	BU_ATCC8492_copy_00939
OG0001052_1	BU_ATCC8492_00940	BU_ATCC8492_copy_00940
OG0001053_1	BU_ATCC8492_00941	BU_ATCC8492_copy_00941
OG0001054_1	BU_ATCC8492_00942	BU_ATCC8492_copy_00942
OG0001055_1	BU_ATCC8492_00944	BU_ATCC8492_copy_00944
OG0001056_1	BU_ATCC8492_00945	BU_ATCC8492_copy_00945
OG0001057_1	BU_ATCC8492_00946	BU_ATCC8492_copy_00946
OG0001058_1	BU_ATCC8492_00947	BU_ATCC8492_copy_00947
OG0001059_1	BU_ATCC8492_00948	BU_ATCC8492_copy_00948
OG0001060_1	BU_ATCC8492_00949	BU_ATCC8492_copy_00949
OG0001061_1	BU_ATCC8492_00950	BU_ATCC8492_copy_00950
OG0001062_1	BU_ATCC8492_00951	BU_ATCC8492_copy_00951
OG0001063_1	BU_ATCC8492_00952	BU_ATCC8492_copy_00952
OG0001064_1	BU_ATCC8492_00953	BU_ATCC8492_copy_00953
OG0001065_1	BU_ATCC8492_00954	BU_ATCC8492_copy_00954
OG0001066_1	BU_ATCC8492_00955	BU_ATCC8492_copy_00955
OG0001067_1	BU_ATCC8492_00956	BU_ATCC8492_copy_00956
OG0001068_1	BU_ATCC8492_00957	BU_ATCC8492_copy_00957
OG0001069_1	BU_ATCC8492_00958	BU_ATCC8492_copy_00958
OG0001070_1	BU_ATCC8492_00959	BU_ATCC8492_copy_00959
OG0001071_1	BU_ATCC8492_00960	BU_ATCC8492_copy_00960
OG0001072_1	BU_ATCC8492_00961	BU_ATCC8492_copy_00961
OG0001073_1	BU_ATCC8492_00962	BU_ATCC8492_copy_00962
OG0001074_1	BU_ATCC8492_00963	BU_ATCC8492_copy_00963
OG0001075_1	BU_ATCC8492_00964	BU_ATCC8492_copy_00964
OG0001076_1	BU_ATCC8492_00965	BU_ATCC8492_copy_00965
OG0001077_1	BU_ATCC8492_00966	BU_ATCC8492_copy_00966
OG0001078_1	BU_ATCC8492_00967	BU_ATCC8492_copy_00967
OG0001079_1	BU_ATCC8492_00968	BU_ATCC8492_copy_00968
OG0001080_1	BU_ATCC8492_00969	BU_ATCC8492_copy_00969
OG0001081_1	BU_ATCC8492_00970	BU_ATCC8492_copy_00970
OG0001082_1	BU_ATCC8492_00971	BU_ATCC8492_copy_00971
OG0001083_1	BU_ATCC8492_00972	BU_ATCC8492_copy_00972
OG0001084_1	BU_ATCC8492_00973	BU_ATCC8492_copy_00973
OG0001085_1	BU_ATCC8492_00974	BU_ATCC8492_copy_00974
OG0001086_1	BU_ATCC8492_00975	BU_ATCC8492_copy_00975
OG0001087_1	BU_ATCC8492_00976	BU_ATCC8492_copy_00976
OG0001088_1	BU_ATCC8492_00977	BU_ATCC8492_copy_00977
OG0001089_1	BU_ATCC8492_00978	BU_ATCC8492_copy_00978
OG0001090_1	BU_ATCC8492_00980	BU_ATCC8492_copy_00980
OG0001091_1	BU_ATCC8492_00984	BU_ATCC8492_copy_00984
OG0001092_1	BU_ATCC8492_00985	BU_ATCC8492_copy_00985
OG0001093_1	BU_ATCC8492_00986	BU_ATCC8492_copy_00986
OG0001094_1	BU_ATCC8492_00987	BU_ATCC8492_copy_00987
OG0001095_1	BU_ATCC8492_00988	BU_ATCC8492_copy_00988
OG0001096_1	BU_ATCC8492_00991	BU_ATCC8492_copy_00991
OG0001097_1	BU_ATCC8492_00992	BU_ATCC8492_copy_00992
OG0001098_1	BU_ATCC8492_00993	BU_ATCC8492_copy_00993
OG0001099_1	BU_ATCC8492_00994	BU_ATCC8492_copy_00994
OG0001100_1	BU_ATCC8492_00995	BU_ATCC8492_copy_00995
OG0001101_1	BU_ATCC8492_00998	BU_ATCC8492_copy_00998
OG0001102_1	BU_ATCC8492_00999	BU_ATCC8492_copy_00999
OG0001103_1	BU_ATCC8492_01000	BU_ATCC8492_copy_01000
OG0001104_1	BU_ATCC8492_01001	BU_ATCC8492_copy_01001
OG0001105_1	BU_ATCC8492_01002	BU_ATCC8492_copy_01002
OG0001106_1	BU_ATCC8492_01003	BU_ATCC8492_copy_01003
OG0001107_1	BU_ATCC8492_01004	BU_ATCC8492_copy_01004
OG0001108_1	BU_ATCC8492_01005	BU_ATCC8492_copy_01005
OG0001109_1	BU_ATCC8492_01006	BU_ATCC8492_copy_01006
OG0001110_1	BU_ATCC8492_01008	BU_ATCC8492_copy_01008
OG0001111_1	BU_ATCC8492_01009	BU_ATCC8492_copy_01009
OG0001112_1	BU_ATCC8492_01010	BU_ATCC8492_copy_01010
OG0001113_1	BU_ATCC8492_01011	BU_ATCC8492_copy_01011
OG0001114_1	BU_ATCC8492_01012	BU_ATCC8492_copy_01012
OG0001115_1	BU_ATCC8492_01013	BU_ATCC8492_copy_01013
OG0001116_1	BU_ATCC8492_01014	BU_ATCC8492_copy_01014
OG0001117_1	BU_ATCC8492_01015	BU_ATCC8492_copy_01015
OG0001118_1	BU_ATCC8492_01016	BU_ATCC8492_copy_01016
OG0001119_1	BU_ATCC8492_01017	BU_ATCC8492_copy_01017
OG0001120_1	BU_ATCC8492_01018	BU_ATCC8492_copy_01018
OG0001121_1	BU_ATCC8492_01019	BU_ATCC8492_copy_01019
OG0001122_1	BU_ATCC8492_01020	BU_ATCC8492_copy_01020
OG0001123_1	BU_ATCC8492_01021	BU_ATCC8492_copy_01021
OG0001124_1	BU_ATCC8492_01023	BU_ATCC8492_copy_01023
OG0001125_1	BU_ATCC8492_01025	BU_ATCC8492_copy_01025
OG0001126_1	BU_ATCC8492_01026	BU_ATCC8492_copy_01026
OG0001127_1	BU_ATCC8492_01029	BU_ATCC8492_copy_01029
OG0001128_1	BU_ATCC8492_01030	BU_ATCC8492_copy_01030
OG0001129_1	BU_ATCC8492_01031	BU_ATCC8492_copy_01031
OG0001130_1	BU_ATCC8492_01033	BU_ATCC8492_copy_01033
OG0001131_1	BU_ATCC8492_01034	BU_ATCC8492_copy_01034
OG0001132_1	BU_ATCC8492_01036	BU_ATCC8492_copy_01036
OG0001133_1	BU_ATCC8492_01037	BU_ATCC8492_copy_01037
OG0001134_1	BU_ATCC8492_01038	BU_ATCC8492_copy_01038
OG0001135_1	BU_ATCC8492_01039	BU_ATCC8492_copy_01039
OG0001136_1	BU_ATCC8492_01040	BU_ATCC8492_copy_01040
OG0001137_1	BU_ATCC8492_01041	BU_ATCC8492_copy_01041
OG0001138_1	BU_ATCC8492_01042	BU_ATCC8492_copy_01042
OG0001139_1	BU_ATCC8492_01043	BU_ATCC8492_copy_01043
OG0001140_1	BU_ATCC8492_01044	BU_ATCC8492_copy_01044
OG0001141_1	BU_ATCC8492_01045	BU_ATCC8492_copy_01045
OG0001142_1	BU_ATCC8492_01046	BU_ATCC8492_copy_01046
OG0001143_1	BU_ATCC8492_01047	BU_ATCC8492_copy_01047
OG0001144_1	BU_ATCC8492_01048	BU_ATCC8492_copy_01048
OG0001145_1	BU_ATCC8492_01049	BU_ATCC8492_copy_01049
OG0001146_1	BU_ATCC8492_01050	BU_ATCC8492_copy_01050
OG0001147_1	BU_ATCC8492_01051	BU_ATCC8492_copy_01051
OG0001148_1	BU_ATCC8492_01052	BU_ATCC8492_copy_01052
OG0001149_1	BU_ATCC8492_01053	BU_ATCC8492_copy_01053
OG0001150_1	BU_ATCC8492_01056	BU_ATCC8492_copy_01056
OG0001151_1	BU_ATCC8492_01057	BU_ATCC8492_copy_01057
OG0001152_1	BU_ATCC8492_01058	BU_ATCC8492_copy_01058
OG0001153_1	BU_ATCC8492_01059	BU_ATCC8492_copy_01059
OG0001154_1	BU_ATCC8492_01060	BU_ATCC8492_copy_01060
OG0001155_1	BU_ATCC8492_01061	BU_ATCC8492_copy_01061
OG0001156_1	BU_ATCC8492_01062	BU_ATCC8492_copy_01062
OG0001157_1	BU_ATCC8492_01063	BU_ATCC8492_copy_01063
OG0001158_1	BU_ATCC8492_01064	BU_ATCC8492_copy_01064
OG0001159_1	BU_ATCC8492_01065	BU_ATCC8492_copy_01065
OG0001160_1	BU_ATCC8492_01066	BU_ATCC8492_copy_01066
OG0001161_1	BU_ATCC8492_01067	BU_ATCC8492_copy_01067
OG0001162_1	BU_ATCC8492_01068	BU_ATCC8492_copy_01068
OG0001163_1	BU_ATCC8492_01069	BU_ATCC8492_copy_01069
OG0001164_1	BU_ATCC8492_01070	BU_ATCC8492_copy_01070
OG0001165_1	BU_ATCC8492_01071	BU_ATCC8492_copy_01071
OG0001166_1	BU_ATCC8492_01072	BU_ATCC8492_copy_01072
OG0001167_1	BU_ATCC8492_01073	BU_ATCC8492_copy_01073
OG0001168_1	BU_ATCC8492_01075	BU_ATCC8492_copy_01075
OG0001169_1	BU_ATCC8492_01077	BU_ATCC8492_copy_01077
OG0001170_1	BU_ATCC8492_01078	BU_ATCC8492_copy_01078
OG0001171_1	BU_ATCC8492_01079	BU_ATCC8492_copy_01079
OG0001172_1	BU_ATCC8492_01080	BU_ATCC8492_copy_01080
OG0001173_1	BU_ATCC8492_01081	BU_ATCC8492_copy_01081
OG0001174_1	BU_ATCC8492_01082	BU_ATCC8492_copy_01082
OG0001175_1	BU_ATCC8492_01083	BU_ATCC8492_copy_01083
OG0001176_1	BU_ATCC8492_01084	BU_ATCC8492_copy_01084
OG0001177_1	BU_ATCC8492_01085	BU_ATCC8492_copy_01085
OG0001178_1	BU_ATCC8492_01086	BU_ATCC8492_copy_01086
OG0001179_1	BU_ATCC8492_01087	BU_ATCC8492_copy_01087
OG0001180_1	BU_ATCC8492_01088	BU_ATCC8492_copy_01088
OG0001181_1	BU_ATCC8492_01089	BU_ATCC8492_copy_01089
OG0001182_1	BU_ATCC8492_01090	BU_ATCC8492_copy_01090
OG0001183_1	BU_ATCC8492_01091	BU_ATCC8492_copy_01091
OG0001184_1	BU_ATCC8492_01092	BU_ATCC8492_copy_01092
OG0001185_1	BU_ATCC8492_01093	BU_ATCC8492_copy_01093
OG0001186_1	BU_ATCC8492_01094	BU_ATCC8492_copy_01094
OG0001187_1	BU_ATCC8492_01095	BU_ATCC8492_copy_01095
OG0001188_1	BU_ATCC8492_01096	BU_ATCC8492_copy_01096
OG0001189_1	BU_ATCC8492_01097	BU_ATCC8492_copy_01097
OG0001190_1	BU_ATCC8492_01099	BU_ATCC8492_copy_01099
OG0001191_1	BU_ATCC8492_01100	BU_ATCC8492_copy_01100
OG0001192_1	BU_ATCC8492_01101	BU_ATCC8492_copy_01101
OG0001193_1	BU_ATCC8492_01102	BU_ATCC8492_copy_01102
OG0001194_1	BU_ATCC8492_01103	BU_ATCC8492_copy_01103
OG0001195_1	BU_ATCC8492_01104	BU_ATCC8492_copy_01104
OG0001196_1	BU_ATCC8492_01105	BU_ATCC8492_copy_01105
OG0001197_1	BU_ATCC8492_01106	BU_ATCC8492_copy_01106
OG0001198_1	BU_ATCC8492_01107	BU_ATCC8492_copy_01107
OG0001199_1	BU_ATCC8492_01108	BU_ATCC8492_copy_01108
OG0001200_1	BU_ATCC8492_01109	BU_ATCC8492_copy_01109
OG0001201_1	BU_ATCC8492_01110	BU_ATCC8492_copy_01110
OG0001202_1	BU_ATCC8492_01111	BU_ATCC8492_copy_01111
OG0001203_1	BU_ATCC8492_01112	BU_ATCC8492_copy_01112
OG0001204_1	BU_ATCC8492_01113	BU_ATCC8492_copy_01113
OG0001205_1	BU_ATCC8492_01114	BU_ATCC8492_copy_01114
OG0001206_1	BU_ATCC8492_01115	BU_ATCC8492_copy_01115
OG0001207_1	BU_ATCC8492_01116	BU_ATCC8492_copy_01116
OG0001208_1	BU_ATCC8492_01117	BU_ATCC8492_copy_01117
OG0001209_1	BU_ATCC8492_01118	BU_ATCC8492_copy_01118
OG0001210_1	BU_ATCC8492_01119	BU_ATCC8492_copy_01119
OG0001211_1	BU_ATCC8492_01120	BU_ATCC8492_copy_01120
OG0001212_1	BU_ATCC8492_01121	BU_ATCC8492_copy_01121
OG0001213_1	BU_ATCC8492_01122	BU_ATCC8492_copy_01122
OG0001214_1	BU_ATCC8492_01124	BU_ATCC8492_copy_01124
OG0001215_1	BU_ATCC8492_01125	BU_ATCC8492_copy_01125
OG0001216_1	BU_ATCC8492_01126	BU_ATCC8492_copy_01126
OG0001217_1	BU_ATCC8492_01127	BU_ATCC8492_copy_01127
OG0001218_1	BU_ATCC8492_01128	BU_ATCC8492_copy_01128
OG0001219_1	BU_ATCC8492_01129	BU_ATCC8492_copy_01129
OG0001220_1	BU_ATCC8492_01130	BU_ATCC8492_copy_01130
OG0001221_1	BU_ATCC8492_01131	BU_ATCC8492_copy_01131
OG0001222_1	BU_ATCC8492_01132	BU_ATCC8492_copy_01132
OG0001223_1	BU_ATCC8492_01133	BU_ATCC8492_copy_01133
OG0001224_1	BU_ATCC8492_01134	BU_ATCC8492_copy_01134
OG0001225_1	BU_ATCC8492_01135	BU_ATCC8492_copy_01135
OG0001226_1	BU_ATCC8492_01136	BU_ATCC8492_copy_01136
OG0001227_1	BU_ATCC8492_01137	BU_ATCC8492_copy_01137
OG0001228_1	BU_ATCC8492_01138	BU_ATCC8492_copy_01138
OG0001229_1	BU_ATCC8492_01139	BU_ATCC8492_copy_01139
OG0001230_1	BU_ATCC8492_01140	BU_ATCC8492_copy_01140
OG0001231_1	BU_ATCC8492_01141	BU_ATCC8492_copy_01141
OG0001232_1	BU_ATCC8492_01142	BU_ATCC8492_copy_01142
OG0001233_1	BU_ATCC8492_01143	BU_ATCC8492_copy_01143
OG0001234_1	BU_ATCC8492_01144	BU_ATCC8492_copy_01144
OG0001235_1	BU_ATCC8492_01145	BU_ATCC8492_copy_01145
