Orthogroup	PV_ATCC8482	PV_ATCC8482_copy
OG0000772_1	PV_ATCC8482_00644	PV_ATCC8482_copy_00644
OG0000773_1	PV_ATCC8482_00645	PV_ATCC8482_copy_00645
OG0000774_1	PV_ATCC8482_00646	PV_ATCC8482_copy_00646
OG0000775_1	PV_ATCC8482_00647	PV_ATCC8482_copy_00647
OG0000776_1	PV_ATCC8482_00648	PV_ATCC8482_copy_00648
OG0000777_1	PV_ATCC8482_00649	PV_ATCC8482_copy_00649
OG0000778_1	PV_ATCC8482_00650	PV_ATCC8482_copy_00650
OG0000779_1	PV_ATCC8482_00651	PV_ATCC8482_copy_00651
OG0000780_1	PV_ATCC8482_00652	PV_ATCC8482_copy_00652
OG0000781_1	PV_ATCC8482_00653	PV_ATCC8482_copy_00653
OG0000782_1	PV_ATCC8482_00654	PV_ATCC8482_copy_00654
OG0000783_1	PV_ATCC8482_00655	PV_ATCC8482_copy_00655
OG0000784_1	PV_ATCC8482_00656	PV_ATCC8482_copy_00656
OG0000785_1	PV_ATCC8482_00657	PV_ATCC8482_copy_00657
OG0000786_1	PV_ATCC8482_00658	PV_ATCC8482_copy_00658
OG0000787_1	PV_ATCC8482_00659	PV_ATCC8482_copy_00659
OG0000788_1	PV_ATCC8482_00660	PV_ATCC8482_copy_00660
OG0000789_1	PV_ATCC8482_00661	PV_ATCC8482_copy_00661
OG0000790_1	PV_ATCC8482_00662	PV_ATCC8482_copy_00662
OG0000791_1	PV_ATCC8482_00663	PV_ATCC8482_copy_00663
OG0000792_1	PV_ATCC8482_00664	PV_ATCC8482_copy_00664
OG0000793_1	PV_ATCC8482_00665	PV_ATCC8482_copy_00665
OG0000794_1	PV_ATCC8482_00666	PV_ATCC8482_copy_00666
OG0000795_1	PV_ATCC8482_00667	PV_ATCC8482_copy_00667
OG0000796_1	PV_ATCC8482_00668	PV_ATCC8482_copy_00668
OG0000797_1	PV_ATCC8482_00669	PV_ATCC8482_copy_00669
OG0000798_1	PV_ATCC8482_00672	PV_ATCC8482_copy_00672
OG0000799_1	PV_ATCC8482_00674	PV_ATCC8482_copy_00674
OG0000800_1	PV_ATCC8482_00675	PV_ATCC8482_copy_00675
OG0000801_1	PV_ATCC8482_00677	PV_ATCC8482_copy_00677
OG0000802_1	PV_ATCC8482_00678	PV_ATCC8482_copy_00678
OG0000803_1	PV_ATCC8482_00679	PV_ATCC8482_copy_00679
OG0000804_1	PV_ATCC8482_00680	PV_ATCC8482_copy_00680
OG0000805_1	PV_ATCC8482_00681	PV_ATCC8482_copy_00681
OG0000806_1	PV_ATCC8482_00682	PV_ATCC8482_copy_00682
OG0000807_1	PV_ATCC8482_00684	PV_ATCC8482_copy_00684
OG0000808_1	PV_ATCC8482_00686	PV_ATCC8482_copy_00686
OG0000809_1	PV_ATCC8482_00688	PV_ATCC8482_copy_00688
OG0000810_1	PV_ATCC8482_00689	PV_ATCC8482_copy_00689
OG0000811_1	PV_ATCC8482_00690	PV_ATCC8482_copy_00690
OG0000812_1	PV_ATCC8482_00691	PV_ATCC8482_copy_00691
OG0000813_1	PV_ATCC8482_00694	PV_ATCC8482_copy_00694
OG0000814_1	PV_ATCC8482_00696	PV_ATCC8482_copy_00696
OG0000815_1	PV_ATCC8482_00697	PV_ATCC8482_copy_00697
OG0000816_1	PV_ATCC8482_00699	PV_ATCC8482_copy_00699
OG0000817_1	PV_ATCC8482_00700	PV_ATCC8482_copy_00700
OG0000818_1	PV_ATCC8482_00701	PV_ATCC8482_copy_00701
OG0000819_1	PV_ATCC8482_00702	PV_ATCC8482_copy_00702
OG0000820_1	PV_ATCC8482_00703	PV_ATCC8482_copy_00703
OG0000821_1	PV_ATCC8482_00704	PV_ATCC8482_copy_00704
OG0000822_1	PV_ATCC8482_00705	PV_ATCC8482_copy_00705
OG0000823_1	PV_ATCC8482_00731	PV_ATCC8482_copy_00731
OG0000824_1	PV_ATCC8482_00738	PV_ATCC8482_copy_00738
OG0000825_1	PV_ATCC8482_00740	PV_ATCC8482_copy_00740
OG0000826_1	PV_ATCC8482_00741	PV_ATCC8482_copy_00741
OG0000827_1	PV_ATCC8482_00742	PV_ATCC8482_copy_00742
OG0000828_1	PV_ATCC8482_00743	PV_ATCC8482_copy_00743
OG0000829_1	PV_ATCC8482_00744	PV_ATCC8482_copy_00744
OG0000830_1	PV_ATCC8482_00745	PV_ATCC8482_copy_00745
OG0000831_1	PV_ATCC8482_00746	PV_ATCC8482_copy_00746
OG0000832_1	PV_ATCC8482_00747	PV_ATCC8482_copy_00747
OG0000833_1	PV_ATCC8482_00748	PV_ATCC8482_copy_00748
OG0000834_1	PV_ATCC8482_00749	PV_ATCC8482_copy_00749
OG0000835_1	PV_ATCC8482_00750	PV_ATCC8482_copy_00750
OG0000836_1	PV_ATCC8482_00752	PV_ATCC8482_copy_00752
OG0000837_1	PV_ATCC8482_00753	PV_ATCC8482_copy_00753
OG0000838_1	PV_ATCC8482_00754	PV_ATCC8482_copy_00754
OG0000839_1	PV_ATCC8482_00755	PV_ATCC8482_copy_00755
OG0000840_1	PV_ATCC8482_00756	PV_ATCC8482_copy_00756
OG0000841_1	PV_ATCC8482_00757	PV_ATCC8482_copy_00757
OG0000842_1	PV_ATCC8482_00758	PV_ATCC8482_copy_00758
OG0000843_1	PV_ATCC8482_00759	PV_ATCC8482_copy_00759
OG0000844_1	PV_ATCC8482_00760	PV_ATCC8482_copy_00760
OG0000845_1	PV_ATCC8482_00761	PV_ATCC8482_copy_00761
OG0000846_1	PV_ATCC8482_00762	PV_ATCC8482_copy_00762
OG0000847_1	PV_ATCC8482_00764	PV_ATCC8482_copy_00764
OG0000848_1	PV_ATCC8482_00765	PV_ATCC8482_copy_00765
OG0000849_1	PV_ATCC8482_00766	PV_ATCC8482_copy_00766
OG0000850_1	PV_ATCC8482_00767	PV_ATCC8482_copy_00767
OG0000851_1	PV_ATCC8482_00768	PV_ATCC8482_copy_00768
OG0000852_1	PV_ATCC8482_00769	PV_ATCC8482_copy_00769
OG0000853_1	PV_ATCC8482_00770	PV_ATCC8482_copy_00770
OG0000854_1	PV_ATCC8482_00771	PV_ATCC8482_copy_00771
OG0000855_1	PV_ATCC8482_00772	PV_ATCC8482_copy_00772
OG0000856_1	PV_ATCC8482_00773	PV_ATCC8482_copy_00773
OG0000857_1	PV_ATCC8482_00774	PV_ATCC8482_copy_00774
OG0000858_1	PV_ATCC8482_00775	PV_ATCC8482_copy_00775
OG0000859_1	PV_ATCC8482_00776	PV_ATCC8482_copy_00776
OG0000860_1	PV_ATCC8482_00777	PV_ATCC8482_copy_00777
OG0000861_1	PV_ATCC8482_00778	PV_ATCC8482_copy_00778
OG0000862_1	PV_ATCC8482_00779	PV_ATCC8482_copy_00779
OG0000863_1	PV_ATCC8482_00780	PV_ATCC8482_copy_00780
OG0000864_1	PV_ATCC8482_00781	PV_ATCC8482_copy_00781
OG0000865_1	PV_ATCC8482_00782	PV_ATCC8482_copy_00782
OG0000866_1	PV_ATCC8482_00783	PV_ATCC8482_copy_00783
OG0000867_1	PV_ATCC8482_00784	PV_ATCC8482_copy_00784
OG0000868_1	PV_ATCC8482_00785	PV_ATCC8482_copy_00785
OG0000869_1	PV_ATCC8482_00786	PV_ATCC8482_copy_00786
OG0000870_1	PV_ATCC8482_00787	PV_ATCC8482_copy_00787
OG0000871_1	PV_ATCC8482_00788	PV_ATCC8482_copy_00788
OG0000872_1	PV_ATCC8482_00789	PV_ATCC8482_copy_00789
OG0000873_1	PV_ATCC8482_00790	PV_ATCC8482_copy_00790
OG0000874_1	PV_ATCC8482_00792	PV_ATCC8482_copy_00792
OG0000875_1	PV_ATCC8482_00793	PV_ATCC8482_copy_00793
OG0000876_1	PV_ATCC8482_00794	PV_ATCC8482_copy_00794
OG0000877_1	PV_ATCC8482_00795	PV_ATCC8482_copy_00795
OG0000878_1	PV_ATCC8482_00796	PV_ATCC8482_copy_00796
OG0000879_1	PV_ATCC8482_00799	PV_ATCC8482_copy_00799
OG0000880_1	PV_ATCC8482_00800	PV_ATCC8482_copy_00800
OG0000881_1	PV_ATCC8482_00801	PV_ATCC8482_copy_00801
OG0000882_1	PV_ATCC8482_00802	PV_ATCC8482_copy_00802
OG0000883_1	PV_ATCC8482_00803	PV_ATCC8482_copy_00803
OG0000884_1	PV_ATCC8482_00804	PV_ATCC8482_copy_00804
OG0000885_1	PV_ATCC8482_00805	PV_ATCC8482_copy_00805
OG0000886_1	PV_ATCC8482_00806	PV_ATCC8482_copy_00806
OG0000887_1	PV_ATCC8482_00807	PV_ATCC8482_copy_00807
OG0000888_1	PV_ATCC8482_00808	PV_ATCC8482_copy_00808
OG0000889_1	PV_ATCC8482_00809	PV_ATCC8482_copy_00809
OG0000890_1	PV_ATCC8482_00810	PV_ATCC8482_copy_00810
OG0000891_1	PV_ATCC8482_00811	PV_ATCC8482_copy_00811
OG0000892_1	PV_ATCC8482_00812	PV_ATCC8482_copy_00812
OG0000893_1	PV_ATCC8482_00813	PV_ATCC8482_copy_00813
OG0000894_1	PV_ATCC8482_00814	PV_ATCC8482_copy_00814
OG0000895_1	PV_ATCC8482_00815	PV_ATCC8482_copy_00815
OG0000896_1	PV_ATCC8482_00816	PV_ATCC8482_copy_00816
OG0000897_1	PV_ATCC8482_00817	PV_ATCC8482_copy_00817
OG0000898_1	PV_ATCC8482_00818	PV_ATCC8482_copy_00818
OG0000899_1	PV_ATCC8482_00819	PV_ATCC8482_copy_00819
OG0000900_1	PV_ATCC8482_00820	PV_ATCC8482_copy_00820
OG0000901_1	PV_ATCC8482_00821	PV_ATCC8482_copy_00821
OG0000902_1	PV_ATCC8482_00822	PV_ATCC8482_copy_00822
OG0000903_1	PV_ATCC8482_00823	PV_ATCC8482_copy_00823
OG0000904_1	PV_ATCC8482_00824	PV_ATCC8482_copy_00824
OG0000905_1	PV_ATCC8482_00825	PV_ATCC8482_copy_00825
OG0000906_1	PV_ATCC8482_00826	PV_ATCC8482_copy_00826
OG0000907_1	PV_ATCC8482_00827	PV_ATCC8482_copy_00827
OG0000908_1	PV_ATCC8482_00828	PV_ATCC8482_copy_00828
OG0000909_1	PV_ATCC8482_00829	PV_ATCC8482_copy_00829
OG0000910_1	PV_ATCC8482_00830	PV_ATCC8482_copy_00830
OG0000911_1	PV_ATCC8482_00831	PV_ATCC8482_copy_00831
OG0000912_1	PV_ATCC8482_00832	PV_ATCC8482_copy_00832
OG0000913_1	PV_ATCC8482_00833	PV_ATCC8482_copy_00833
OG0000914_1	PV_ATCC8482_00834	PV_ATCC8482_copy_00834
OG0000915_1	PV_ATCC8482_00835	PV_ATCC8482_copy_00835
OG0000916_1	PV_ATCC8482_00836	PV_ATCC8482_copy_00836
OG0000917_1	PV_ATCC8482_00837	PV_ATCC8482_copy_00837
OG0000918_1	PV_ATCC8482_00838	PV_ATCC8482_copy_00838
OG0000919_1	PV_ATCC8482_00839	PV_ATCC8482_copy_00839
OG0000920_1	PV_ATCC8482_00840	PV_ATCC8482_copy_00840
OG0000921_1	PV_ATCC8482_00841	PV_ATCC8482_copy_00841
OG0000922_1	PV_ATCC8482_00842	PV_ATCC8482_copy_00842
OG0000923_1	PV_ATCC8482_00844	PV_ATCC8482_copy_00844
OG0000924_1	PV_ATCC8482_00845	PV_ATCC8482_copy_00845
OG0000925_1	PV_ATCC8482_00846	PV_ATCC8482_copy_00846
OG0000926_1	PV_ATCC8482_00847	PV_ATCC8482_copy_00847
OG0000927_1	PV_ATCC8482_00848	PV_ATCC8482_copy_00848
OG0000928_1	PV_ATCC8482_00849	PV_ATCC8482_copy_00849
OG0000929_1	PV_ATCC8482_00850	PV_ATCC8482_copy_00850
OG0000930_1	PV_ATCC8482_00851	PV_ATCC8482_copy_00851
OG0000931_1	PV_ATCC8482_00853	PV_ATCC8482_copy_00853
OG0000932_1	PV_ATCC8482_00858	PV_ATCC8482_copy_00858
OG0000933_1	PV_ATCC8482_00859	PV_ATCC8482_copy_00859
OG0000934_1	PV_ATCC8482_00860	PV_ATCC8482_copy_00860
OG0000935_1	PV_ATCC8482_00861	PV_ATCC8482_copy_00861
OG0000936_1	PV_ATCC8482_00862	PV_ATCC8482_copy_00862
OG0000937_1	PV_ATCC8482_00863	PV_ATCC8482_copy_00863
OG0000938_1	PV_ATCC8482_00864	PV_ATCC8482_copy_00864
OG0000939_1	PV_ATCC8482_00865	PV_ATCC8482_copy_00865
OG0000940_1	PV_ATCC8482_00866	PV_ATCC8482_copy_00866
OG0000941_1	PV_ATCC8482_00867	PV_ATCC8482_copy_00867
OG0000942_1	PV_ATCC8482_00868	PV_ATCC8482_copy_00868
OG0000943_1	PV_ATCC8482_00869	PV_ATCC8482_copy_00869
OG0000944_1	PV_ATCC8482_00872	PV_ATCC8482_copy_00872
OG0000945_1	PV_ATCC8482_00873	PV_ATCC8482_copy_00873
OG0000946_1	PV_ATCC8482_00874	PV_ATCC8482_copy_00874
OG0000947_1	PV_ATCC8482_00875	PV_ATCC8482_copy_00875
OG0000948_1	PV_ATCC8482_00876	PV_ATCC8482_copy_00876
OG0000949_1	PV_ATCC8482_00877	PV_ATCC8482_copy_00877
OG0000950_1	PV_ATCC8482_00878	PV_ATCC8482_copy_00878
OG0000951_1	PV_ATCC8482_00879	PV_ATCC8482_copy_00879
OG0000952_1	PV_ATCC8482_00880	PV_ATCC8482_copy_00880
OG0000953_1	PV_ATCC8482_00881	PV_ATCC8482_copy_00881
OG0000954_1	PV_ATCC8482_00882	PV_ATCC8482_copy_00882
OG0000955_1	PV_ATCC8482_00883	PV_ATCC8482_copy_00883
OG0000956_1	PV_ATCC8482_00884	PV_ATCC8482_copy_00884
OG0000957_1	PV_ATCC8482_00885	PV_ATCC8482_copy_00885
OG0000958_1	PV_ATCC8482_00886	PV_ATCC8482_copy_00886
OG0000959_1	PV_ATCC8482_00890	PV_ATCC8482_copy_00890
OG0000960_1	PV_ATCC8482_00891	PV_ATCC8482_copy_00891
OG0000961_1	PV_ATCC8482_00892	PV_ATCC8482_copy_00892
OG0000962_1	PV_ATCC8482_00893	PV_ATCC8482_copy_00893
OG0000963_1	PV_ATCC8482_00894	PV_ATCC8482_copy_00894
OG0000964_1	PV_ATCC8482_00895	PV_ATCC8482_copy_00895
OG0000965_1	PV_ATCC8482_00896	PV_ATCC8482_copy_00896
OG0000966_1	PV_ATCC8482_00897	PV_ATCC8482_copy_00897
OG0000967_1	PV_ATCC8482_00898	PV_ATCC8482_copy_00898
OG0000968_1	PV_ATCC8482_00899	PV_ATCC8482_copy_00899
OG0000969_1	PV_ATCC8482_00900	PV_ATCC8482_copy_00900
OG0000970_1	PV_ATCC8482_00901	PV_ATCC8482_copy_00901
OG0000971_1	PV_ATCC8482_00902	PV_ATCC8482_copy_00902
OG0000972_1	PV_ATCC8482_00903	PV_ATCC8482_copy_00903
OG0000973_1	PV_ATCC8482_00904	PV_ATCC8482_copy_00904
OG0000974_1	PV_ATCC8482_00905	PV_ATCC8482_copy_00905
OG0000975_1	PV_ATCC8482_00906	PV_ATCC8482_copy_00906
OG0000976_1	PV_ATCC8482_00907	PV_ATCC8482_copy_00907
OG0000977_1	PV_ATCC8482_00908	PV_ATCC8482_copy_00908
OG0000978_1	PV_ATCC8482_00909	PV_ATCC8482_copy_00909
OG0000979_1	PV_ATCC8482_00910	PV_ATCC8482_copy_00910
OG0000980_1	PV_ATCC8482_00911	PV_ATCC8482_copy_00911
OG0000981_1	PV_ATCC8482_00912	PV_ATCC8482_copy_00912
OG0000982_1	PV_ATCC8482_00913	PV_ATCC8482_copy_00913
OG0000983_1	PV_ATCC8482_00914	PV_ATCC8482_copy_00914
OG0000984_1	PV_ATCC8482_00915	PV_ATCC8482_copy_00915
OG0000985_1	PV_ATCC8482_00916	PV_ATCC8482_copy_00916
OG0000986_1	PV_ATCC8482_00917	PV_ATCC8482_copy_00917
OG0000987_1	PV_ATCC8482_00918	PV_ATCC8482_copy_00918
OG0000988_1	PV_ATCC8482_00919	PV_ATCC8482_copy_00919
OG0000989_1	PV_ATCC8482_00920	PV_ATCC8482_copy_00920
OG0000990_1	PV_ATCC8482_00921	PV_ATCC8482_copy_00921
OG0000991_1	PV_ATCC8482_00922	PV_ATCC8482_copy_00922
OG0000992_1	PV_ATCC8482_00923	PV_ATCC8482_copy_00923
OG0000993_1	PV_ATCC8482_00924	PV_ATCC8482_copy_00924
OG0000994_1	PV_ATCC8482_00925	PV_ATCC8482_copy_00925
OG0000995_1	PV_ATCC8482_00926	PV_ATCC8482_copy_00926
OG0000996_1	PV_ATCC8482_00927	PV_ATCC8482_copy_00927
OG0000997_1	PV_ATCC8482_00928	PV_ATCC8482_copy_00928
OG0000998_1	PV_ATCC8482_00929	PV_ATCC8482_copy_00929
OG0000999_1	PV_ATCC8482_00930	PV_ATCC8482_copy_00930
OG0001000_1	PV_ATCC8482_00931	PV_ATCC8482_copy_00931
OG0001001_1	PV_ATCC8482_00932	PV_ATCC8482_copy_00932
OG0001002_1	PV_ATCC8482_00933	PV_ATCC8482_copy_00933
OG0001003_1	PV_ATCC8482_00934	PV_ATCC8482_copy_00934
OG0001004_1	PV_ATCC8482_00935	PV_ATCC8482_copy_00935
OG0001005_1	PV_ATCC8482_00938	PV_ATCC8482_copy_00938
OG0001006_1	PV_ATCC8482_00939	PV_ATCC8482_copy_00939
OG0001007_1	PV_ATCC8482_00940	PV_ATCC8482_copy_00940
OG0001008_1	PV_ATCC8482_00941	PV_ATCC8482_copy_00941
OG0001009_1	PV_ATCC8482_00942	PV_ATCC8482_copy_00942
OG0001010_1	PV_ATCC8482_00943	PV_ATCC8482_copy_00943
OG0001011_1	PV_ATCC8482_00944	PV_ATCC8482_copy_00944
OG0001012_1	PV_ATCC8482_00945	PV_ATCC8482_copy_00945
OG0001013_1	PV_ATCC8482_00946	PV_ATCC8482_copy_00946
OG0001014_1	PV_ATCC8482_00947	PV_ATCC8482_copy_00947
OG0001015_1	PV_ATCC8482_00948	PV_ATCC8482_copy_00948
OG0001016_1	PV_ATCC8482_00949	PV_ATCC8482_copy_00949
OG0001017_1	PV_ATCC8482_00950	PV_ATCC8482_copy_00950
OG0001018_1	PV_ATCC8482_00951	PV_ATCC8482_copy_00951
OG0001019_1	PV_ATCC8482_00952	PV_ATCC8482_copy_00952
OG0001020_1	PV_ATCC8482_00953	PV_ATCC8482_copy_00953
OG0001021_1	PV_ATCC8482_00954	PV_ATCC8482_copy_00954
OG0001022_1	PV_ATCC8482_00955	PV_ATCC8482_copy_00955
OG0001023_1	PV_ATCC8482_00956	PV_ATCC8482_copy_00956
OG0001024_1	PV_ATCC8482_00957	PV_ATCC8482_copy_00957
OG0001025_1	PV_ATCC8482_00958	PV_ATCC8482_copy_00958
OG0001026_1	PV_ATCC8482_00959	PV_ATCC8482_copy_00959
OG0001027_1	PV_ATCC8482_00960	PV_ATCC8482_copy_00960
OG0001028_1	PV_ATCC8482_00961	PV_ATCC8482_copy_00961
OG0001029_1	PV_ATCC8482_00962	PV_ATCC8482_copy_00962
OG0001030_1	PV_ATCC8482_00963	PV_ATCC8482_copy_00963
OG0001031_1	PV_ATCC8482_00964	PV_ATCC8482_copy_00964
OG0001032_1	PV_ATCC8482_00965	PV_ATCC8482_copy_00965
OG0001033_1	PV_ATCC8482_00966	PV_ATCC8482_copy_00966
OG0001034_1	PV_ATCC8482_00967	PV_ATCC8482_copy_00967
OG0001035_1	PV_ATCC8482_00968	PV_ATCC8482_copy_00968
OG0001036_1	PV_ATCC8482_00969	PV_ATCC8482_copy_00969
OG0001037_1	PV_ATCC8482_00970	PV_ATCC8482_copy_00970
OG0001038_1	PV_ATCC8482_00971	PV_ATCC8482_copy_00971
OG0001039_1	PV_ATCC8482_00972	PV_ATCC8482_copy_00972
OG0001040_1	PV_ATCC8482_00973	PV_ATCC8482_copy_00973
OG0001041_1	PV_ATCC8482_00974	PV_ATCC8482_copy_00974
OG0001042_1	PV_ATCC8482_00975	PV_ATCC8482_copy_00975
OG0001043_1	PV_ATCC8482_00976	PV_ATCC8482_copy_00976
OG0001044_1	PV_ATCC8482_00977	PV_ATCC8482_copy_00977
OG0001045_1	PV_ATCC8482_00978	PV_ATCC8482_copy_00978
OG0001046_1	PV_ATCC8482_00979	PV_ATCC8482_copy_00979
OG0001047_1	PV_ATCC8482_00980	PV_ATCC8482_copy_00980
OG0001048_1	PV_ATCC8482_00981	PV_ATCC8482_copy_00981
OG0001049_1	PV_ATCC8482_00982	PV_ATCC8482_copy_00982
OG0001050_1	PV_ATCC8482_00983	PV_ATCC8482_copy_00983
OG0001051_1	PV_ATCC8482_00984	PV_ATCC8482_copy_00984
OG0001052_1	PV_ATCC8482_00985	PV_ATCC8482_copy_00985
OG0001053_1	PV_ATCC8482_00986	PV_ATCC8482_copy_00986
OG0001054_1	PV_ATCC8482_00987	PV_ATCC8482_copy_00987
OG0001055_1	PV_ATCC8482_00988	PV_ATCC8482_copy_00988
OG0001056_1	PV_ATCC8482_00989	PV_ATCC8482_copy_00989
OG0001057_1	PV_ATCC8482_00990	PV_ATCC8482_copy_00990
OG0001058_1	PV_ATCC8482_00991	PV_ATCC8482_copy_00991
OG0001059_1	PV_ATCC8482_00992	PV_ATCC8482_copy_00992
OG0001060_1	PV_ATCC8482_00993	PV_ATCC8482_copy_00993
OG0001061_1	PV_ATCC8482_00994	PV_ATCC8482_copy_00994
OG0001062_1	PV_ATCC8482_01000	PV_ATCC8482_copy_01000
OG0001063_1	PV_ATCC8482_01002	PV_ATCC8482_copy_01002
OG0001064_1	PV_ATCC8482_01003	PV_ATCC8482_copy_01003
OG0001065_1	PV_ATCC8482_01004	PV_ATCC8482_copy_01004
OG0001066_1	PV_ATCC8482_01005	PV_ATCC8482_copy_01005
OG0001067_1	PV_ATCC8482_01006	PV_ATCC8482_copy_01006
OG0001068_1	PV_ATCC8482_01008	PV_ATCC8482_copy_01008
OG0001069_1	PV_ATCC8482_01009	PV_ATCC8482_copy_01009
OG0001070_1	PV_ATCC8482_01010	PV_ATCC8482_copy_01010
OG0001071_1	PV_ATCC8482_01018	PV_ATCC8482_copy_01018
OG0001072_1	PV_ATCC8482_01026	PV_ATCC8482_copy_01026
OG0001073_1	PV_ATCC8482_01027	PV_ATCC8482_copy_01027
OG0001074_1	PV_ATCC8482_01028	PV_ATCC8482_copy_01028
OG0001075_1	PV_ATCC8482_01029	PV_ATCC8482_copy_01029
OG0001076_1	PV_ATCC8482_01030	PV_ATCC8482_copy_01030
OG0001077_1	PV_ATCC8482_01031	PV_ATCC8482_copy_01031
OG0001078_1	PV_ATCC8482_01032	PV_ATCC8482_copy_01032
OG0001079_1	PV_ATCC8482_01033	PV_ATCC8482_copy_01033
OG0001080_1	PV_ATCC8482_01034	PV_ATCC8482_copy_01034
OG0001081_1	PV_ATCC8482_01035	PV_ATCC8482_copy_01035
OG0001082_1	PV_ATCC8482_01037	PV_ATCC8482_copy_01037
OG0001083_1	PV_ATCC8482_01038	PV_ATCC8482_copy_01038
OG0001084_1	PV_ATCC8482_01039	PV_ATCC8482_copy_01039
OG0001085_1	PV_ATCC8482_01040	PV_ATCC8482_copy_01040
OG0001086_1	PV_ATCC8482_01041	PV_ATCC8482_copy_01041
OG0001087_1	PV_ATCC8482_01042	PV_ATCC8482_copy_01042
OG0001088_1	PV_ATCC8482_01043	PV_ATCC8482_copy_01043
OG0001089_1	PV_ATCC8482_01044	PV_ATCC8482_copy_01044
OG0001090_1	PV_ATCC8482_01045	PV_ATCC8482_copy_01045
OG0001091_1	PV_ATCC8482_01046	PV_ATCC8482_copy_01046
OG0001092_1	PV_ATCC8482_01047	PV_ATCC8482_copy_01047
OG0001093_1	PV_ATCC8482_01048	PV_ATCC8482_copy_01048
OG0001094_1	PV_ATCC8482_01049	PV_ATCC8482_copy_01049
OG0001095_1	PV_ATCC8482_01050	PV_ATCC8482_copy_01050
OG0001096_1	PV_ATCC8482_01051	PV_ATCC8482_copy_01051
OG0001097_1	PV_ATCC8482_01052	PV_ATCC8482_copy_01052
OG0001098_1	PV_ATCC8482_01053	PV_ATCC8482_copy_01053
OG0001099_1	PV_ATCC8482_01054	PV_ATCC8482_copy_01054
OG0001100_1	PV_ATCC8482_01055	PV_ATCC8482_copy_01055
OG0001101_1	PV_ATCC8482_01056	PV_ATCC8482_copy_01056
OG0001102_1	PV_ATCC8482_01057	PV_ATCC8482_copy_01057
OG0001103_1	PV_ATCC8482_01058	PV_ATCC8482_copy_01058
OG0001104_1	PV_ATCC8482_01059	PV_ATCC8482_copy_01059
OG0001105_1	PV_ATCC8482_01060	PV_ATCC8482_copy_01060
OG0001106_1	PV_ATCC8482_01061	PV_ATCC8482_copy_01061
OG0001107_1	PV_ATCC8482_01062	PV_ATCC8482_copy_01062
OG0001108_1	PV_ATCC8482_01063	PV_ATCC8482_copy_01063
OG0001109_1	PV_ATCC8482_01064	PV_ATCC8482_copy_01064
OG0001110_1	PV_ATCC8482_01065	PV_ATCC8482_copy_01065
OG0001111_1	PV_ATCC8482_01066	PV_ATCC8482_copy_01066
OG0001112_1	PV_ATCC8482_01067	PV_ATCC8482_copy_01067
OG0001113_1	PV_ATCC8482_01068	PV_ATCC8482_copy_01068
OG0001114_1	PV_ATCC8482_01069	PV_ATCC8482_copy_01069
OG0001115_1	PV_ATCC8482_01070	PV_ATCC8482_copy_01070
OG0001116_1	PV_ATCC8482_01071	PV_ATCC8482_copy_01071
OG0001117_1	PV_ATCC8482_01072	PV_ATCC8482_copy_01072
OG0001118_1	PV_ATCC8482_01073	PV_ATCC8482_copy_01073
OG0001119_1	PV_ATCC8482_01074	PV_ATCC8482_copy_01074
OG0001120_1	PV_ATCC8482_01075	PV_ATCC8482_copy_01075
OG0001121_1	PV_ATCC8482_01076	PV_ATCC8482_copy_01076
OG0001122_1	PV_ATCC8482_01077	PV_ATCC8482_copy_01077
OG0001123_1	PV_ATCC8482_01078	PV_ATCC8482_copy_01078
OG0001124_1	PV_ATCC8482_01079	PV_ATCC8482_copy_01079
OG0001125_1	PV_ATCC8482_01080	PV_ATCC8482_copy_01080
OG0001126_1	PV_ATCC8482_01081	PV_ATCC8482_copy_01081
OG0001127_1	PV_ATCC8482_01082	PV_ATCC8482_copy_01082
OG0001128_1	PV_ATCC8482_01083	PV_ATCC8482_copy_01083
OG0001129_1	PV_ATCC8482_01084	PV_ATCC8482_copy_01084
OG0001130_1	PV_ATCC8482_01085	PV_ATCC8482_copy_01085
OG0001131_1	PV_ATCC8482_01086	PV_ATCC8482_copy_01086
OG0001132_1	PV_ATCC8482_01087	PV_ATCC8482_copy_01087
OG0001133_1	PV_ATCC8482_01088	PV_ATCC8482_copy_01088
OG0001134_1	PV_ATCC8482_01089	PV_ATCC8482_copy_01089
OG0001135_1	PV_ATCC8482_01090	PV_ATCC8482_copy_01090
OG0001136_1	PV_ATCC8482_01091	PV_ATCC8482_copy_01091
OG0001137_1	PV_ATCC8482_01092	PV_ATCC8482_copy_01092
OG0001138_1	PV_ATCC8482_01093	PV_ATCC8482_copy_01093
OG0001139_1	PV_ATCC8482_01094	PV_ATCC8482_copy_01094
OG0001140_1	PV_ATCC8482_01095	PV_ATCC8482_copy_01095
OG0001141_1	PV_ATCC8482_01096	PV_ATCC8482_copy_01096
OG0001142_1	PV_ATCC8482_01097	PV_ATCC8482_copy_01097
OG0001143_1	PV_ATCC8482_01098	PV_ATCC8482_copy_01098
OG0001144_1	PV_ATCC8482_01099	PV_ATCC8482_copy_01099
OG0001145_1	PV_ATCC8482_01100	PV_ATCC8482_copy_01100
OG0001146_1	PV_ATCC8482_01101	PV_ATCC8482_copy_01101
OG0001147_1	PV_ATCC8482_01102	PV_ATCC8482_copy_01102
OG0001148_1	PV_ATCC8482_01103	PV_ATCC8482_copy_01103
