Orthogroup	BU_ATCC8492	PV_ATCC8482	PV_ATCC8482_copy
OG0000289_2	BU_ATCC8492_00057	NA	NA
OG0000289_3	BU_ATCC8492_02661	NA	NA
OG0000290_1	NA	PV_ATCC8482_03829	PV_ATCC8482_copy_03829
OG0000290_2	BU_ATCC8492_00237	NA	NA
OG0000290_3	BU_ATCC8492_00062	NA	NA
OG0000291_1	NA	PV_ATCC8482_03529	PV_ATCC8482_copy_03529
OG0000291_2	NA	PV_ATCC8482_01367	PV_ATCC8482_copy_01367
OG0000291_3	BU_ATCC8492_00084	NA	NA
OG0000292_1	NA	PV_ATCC8482_00885	PV_ATCC8482_copy_00885
OG0000292_2	BU_ATCC8492_00095	NA	NA
OG0000292_3	BU_ATCC8492_00087	NA	NA
OG0000293_1	NA	PV_ATCC8482_01040	PV_ATCC8482_copy_01040
OG0000293_2	NA	PV_ATCC8482_00222	PV_ATCC8482_copy_00222
OG0000293_3	BU_ATCC8492_00100	NA	NA
OG0000294_1	NA	PV_ATCC8482_00540	PV_ATCC8482_copy_00540
OG0000294_2	NA	PV_ATCC8482_01854	PV_ATCC8482_copy_01854
OG0000294_3	BU_ATCC8492_00104	NA	NA
OG0000295_1	NA	PV_ATCC8482_00026	PV_ATCC8482_copy_00026
OG0000295_2	NA	PV_ATCC8482_00031	PV_ATCC8482_copy_00031
OG0000295_3	BU_ATCC8492_00110	NA	NA
OG0000296_1	BU_ATCC8492_00120	NA	NA
OG0000296_2	BU_ATCC8492_00114	NA	NA
OG0000296_3	BU_ATCC8492_00117	NA	NA
OG0000297_1	NA	PV_ATCC8482_02152	PV_ATCC8482_copy_02152
OG0000297_2	BU_ATCC8492_02128	NA	NA
OG0000297_3	BU_ATCC8492_00124	NA	NA
OG0000298_1	NA	PV_ATCC8482_01302	PV_ATCC8482_copy_01302
OG0000298_2	BU_ATCC8492_00309	NA	NA
OG0000298_3	BU_ATCC8492_00135	NA	NA
OG0000299_1	NA	PV_ATCC8482_01552	PV_ATCC8482_copy_01552
OG0000299_2	BU_ATCC8492_00506	NA	NA
OG0000299_3	BU_ATCC8492_00139	NA	NA
OG0000300_1	BU_ATCC8492_00165	PV_ATCC8482_00499	PV_ATCC8482_copy_00499
OG0000300_2	NA	PV_ATCC8482_03037	PV_ATCC8482_copy_03037
OG0000301_1	BU_ATCC8492_00166	PV_ATCC8482_02131	PV_ATCC8482_copy_02131
OG0000302_1	NA	PV_ATCC8482_02553	PV_ATCC8482_copy_02553
OG0000302_2	BU_ATCC8492_02672	NA	NA
OG0000302_3	BU_ATCC8492_00180	NA	NA
OG0000303_1	NA	PV_ATCC8482_02545	PV_ATCC8482_copy_02545
OG0000303_2	NA	PV_ATCC8482_03277	PV_ATCC8482_copy_03277
OG0000303_3	BU_ATCC8492_00221	NA	NA
OG0000304_1	NA	PV_ATCC8482_03485	PV_ATCC8482_copy_03485
OG0000304_2	NA	PV_ATCC8482_03575	PV_ATCC8482_copy_03575
OG0000304_3	BU_ATCC8492_00227	NA	NA
OG0000305_1	NA	PV_ATCC8482_01392	PV_ATCC8482_copy_01392
OG0000305_2	BU_ATCC8492_00430	NA	NA
OG0000305_3	BU_ATCC8492_00246	NA	NA
OG0000306_1	NA	PV_ATCC8482_00270	PV_ATCC8482_copy_00270
OG0000306_2	BU_ATCC8492_00394	NA	NA
OG0000306_3	BU_ATCC8492_00261	NA	NA
OG0000307_1	NA	PV_ATCC8482_00116	PV_ATCC8482_copy_00116
OG0000307_2	BU_ATCC8492_00265	NA	NA
OG0000307_3	BU_ATCC8492_01734	NA	NA
OG0000308_1	NA	PV_ATCC8482_00282	PV_ATCC8482_copy_00282
OG0000308_2	BU_ATCC8492_01744	NA	NA
OG0000308_3	BU_ATCC8492_00276	NA	NA
OG0000309_1	BU_ATCC8492_00291	NA	NA
OG0000309_2	BU_ATCC8492_03723	NA	NA
OG0000309_3	BU_ATCC8492_01581	NA	NA
OG0000310_1	NA	PV_ATCC8482_00558	PV_ATCC8482_copy_00558
OG0000310_2	BU_ATCC8492_00312	NA	NA
OG0000310_3	BU_ATCC8492_02278	NA	NA
OG0000311_1	NA	PV_ATCC8482_02288	PV_ATCC8482_copy_02288
OG0000311_2	BU_ATCC8492_00317	NA	NA
OG0000311_3	BU_ATCC8492_01054	NA	NA
OG0000312_1	BU_ATCC8492_00369	PV_ATCC8482_00477	PV_ATCC8482_copy_00477
OG0000312_2	BU_ATCC8492_03530	NA	NA
OG0000313_1	NA	PV_ATCC8482_03960	PV_ATCC8482_copy_03960
OG0000313_2	BU_ATCC8492_03458	NA	NA
OG0000313_3	BU_ATCC8492_00405	NA	NA
OG0000314_1	BU_ATCC8492_00647	NA	NA
OG0000314_2	BU_ATCC8492_00410	NA	NA
OG0000314_3	BU_ATCC8492_00423	NA	NA
OG0000315_1	NA	PV_ATCC8482_01298	PV_ATCC8482_copy_01298
OG0000315_2	NA	PV_ATCC8482_00789	PV_ATCC8482_copy_00789
OG0000315_3	BU_ATCC8492_00457	NA	NA
OG0000316_1	NA	PV_ATCC8482_00618	PV_ATCC8482_copy_00618
OG0000316_2	NA	PV_ATCC8482_02309	PV_ATCC8482_copy_02309
OG0000316_3	BU_ATCC8492_00467	NA	NA
OG0000317_1	NA	PV_ATCC8482_00602	PV_ATCC8482_copy_00602
OG0000317_2	BU_ATCC8492_00762	NA	NA
OG0000317_3	BU_ATCC8492_00470	NA	NA
OG0000318_1	NA	PV_ATCC8482_03984	PV_ATCC8482_copy_03984
OG0000318_2	NA	PV_ATCC8482_00891	PV_ATCC8482_copy_00891
OG0000318_3	BU_ATCC8492_00474	NA	NA
OG0000319_1	NA	PV_ATCC8482_00554	PV_ATCC8482_copy_00554
OG0000319_2	BU_ATCC8492_00499	NA	NA
OG0000319_3	BU_ATCC8492_02967	NA	NA
OG0000320_1	NA	PV_ATCC8482_02665	PV_ATCC8482_copy_02665
OG0000320_2	BU_ATCC8492_00531	NA	NA
OG0000320_3	BU_ATCC8492_00550	NA	NA
OG0000321_1	NA	PV_ATCC8482_02347	PV_ATCC8482_copy_02347
OG0000321_2	BU_ATCC8492_02292	NA	NA
OG0000321_3	BU_ATCC8492_00541	NA	NA
OG0000322_1	NA	PV_ATCC8482_01157	PV_ATCC8482_copy_01157
OG0000322_2	BU_ATCC8492_00557	NA	NA
OG0000322_3	BU_ATCC8492_00743	NA	NA
OG0000323_1	NA	PV_ATCC8482_00806	PV_ATCC8482_copy_00806
OG0000323_2	BU_ATCC8492_01371	NA	NA
OG0000323_3	BU_ATCC8492_00567	NA	NA
OG0000324_1	BU_ATCC8492_01241	NA	NA
OG0000324_2	BU_ATCC8492_00754	NA	NA
OG0000324_3	BU_ATCC8492_00574	NA	NA
OG0000325_1	NA	PV_ATCC8482_02505	PV_ATCC8482_copy_02505
OG0000325_2	NA	PV_ATCC8482_00226	PV_ATCC8482_copy_00226
OG0000325_3	BU_ATCC8492_00579	NA	NA
OG0000326_1	NA	PV_ATCC8482_00219	PV_ATCC8482_copy_00219
OG0000326_2	BU_ATCC8492_00585	NA	NA
OG0000326_3	BU_ATCC8492_01014	NA	NA
OG0000327_1	BU_ATCC8492_00705	NA	NA
OG0000327_2	BU_ATCC8492_00597	NA	NA
OG0000327_3	BU_ATCC8492_00591	NA	NA
OG0000328_1	NA	PV_ATCC8482_02408	PV_ATCC8482_copy_02408
OG0000328_2	BU_ATCC8492_01120	NA	NA
OG0000328_3	BU_ATCC8492_00603	NA	NA
OG0000329_1	NA	PV_ATCC8482_00387	PV_ATCC8482_copy_00387
OG0000329_2	NA	PV_ATCC8482_00318	PV_ATCC8482_copy_00318
OG0000329_3	BU_ATCC8492_00661	NA	NA
OG0000330_1	NA	PV_ATCC8482_01480	PV_ATCC8482_copy_01480
OG0000330_2	NA	PV_ATCC8482_01479	PV_ATCC8482_copy_01479
OG0000330_3	BU_ATCC8492_00688	NA	NA
OG0000331_1	NA	PV_ATCC8482_01014	PV_ATCC8482_copy_01014
OG0000331_2	NA	PV_ATCC8482_01022	PV_ATCC8482_copy_01022
OG0000331_3	BU_ATCC8492_00758	NA	NA
OG0000332_1	NA	PV_ATCC8482_01021	PV_ATCC8482_copy_01021
OG0000332_2	NA	PV_ATCC8482_01013	PV_ATCC8482_copy_01013
OG0000332_3	BU_ATCC8492_00759	NA	NA
OG0000333_2	BU_ATCC8492_01391	PV_ATCC8482_00242	PV_ATCC8482_copy_00242
OG0000333_3	BU_ATCC8492_00764	NA	NA
OG0000334_1	NA	PV_ATCC8482_01012	PV_ATCC8482_copy_01012
OG0000334_2	NA	PV_ATCC8482_01020	PV_ATCC8482_copy_01020
OG0000334_3	BU_ATCC8492_00766	NA	NA
OG0000335_1	NA	PV_ATCC8482_01011	PV_ATCC8482_copy_01011
OG0000335_2	NA	PV_ATCC8482_01019	PV_ATCC8482_copy_01019
OG0000335_3	BU_ATCC8492_00767	NA	NA
OG0000336_1	NA	PV_ATCC8482_00927	PV_ATCC8482_copy_00927
OG0000336_2	BU_ATCC8492_00777	NA	NA
OG0000336_3	BU_ATCC8492_02118	NA	NA
OG0000337_1	BU_ATCC8492_00800	NA	NA
OG0000337_2	BU_ATCC8492_02420	NA	NA
OG0000337_3	BU_ATCC8492_02735	NA	NA
OG0000338_1	NA	PV_ATCC8482_03697	PV_ATCC8482_copy_03697
OG0000338_2	NA	PV_ATCC8482_02667	PV_ATCC8482_copy_02667
OG0000338_3	BU_ATCC8492_00801	NA	NA
OG0000339_1	NA	PV_ATCC8482_02666	PV_ATCC8482_copy_02666
OG0000339_2	NA	PV_ATCC8482_03698	PV_ATCC8482_copy_03698
OG0000339_3	BU_ATCC8492_00803	NA	NA
OG0000340_1	BU_ATCC8492_00848	PV_ATCC8482_03939	PV_ATCC8482_copy_03939
OG0000341_1	BU_ATCC8492_00849	PV_ATCC8482_01288	PV_ATCC8482_copy_01288
OG0000341_2	BU_ATCC8492_00853	NA	NA
OG0000342_1	NA	PV_ATCC8482_03501	PV_ATCC8482_copy_03501
OG0000342_2	NA	PV_ATCC8482_01294	PV_ATCC8482_copy_01294
OG0000342_3	BU_ATCC8492_00858	NA	NA
OG0000343_1	NA	PV_ATCC8482_00422	PV_ATCC8482_copy_00422
OG0000343_2	BU_ATCC8492_01994	NA	NA
OG0000343_3	BU_ATCC8492_00868	NA	NA
OG0000344_1	NA	PV_ATCC8482_02752	PV_ATCC8482_copy_02752
OG0000344_2	BU_ATCC8492_00923	NA	NA
OG0000344_3	BU_ATCC8492_03269	NA	NA
OG0000345_2	BU_ATCC8492_03714	PV_ATCC8482_02641	PV_ATCC8482_copy_02641
OG0000345_3	BU_ATCC8492_00954	NA	NA
OG0000346_1	NA	PV_ATCC8482_04157	PV_ATCC8482_copy_04157
OG0000346_2	BU_ATCC8492_00965	NA	NA
OG0000346_3	BU_ATCC8492_02486	NA	NA
OG0000347_1	NA	PV_ATCC8482_03985	PV_ATCC8482_copy_03985
OG0000347_2	BU_ATCC8492_01795	NA	NA
OG0000347_3	BU_ATCC8492_00971	NA	NA
OG0000348_1	BU_ATCC8492_00978	NA	NA
OG0000348_2	BU_ATCC8492_00994	NA	NA
OG0000348_3	BU_ATCC8492_01004	NA	NA
OG0000349_1	NA	PV_ATCC8482_00878	PV_ATCC8482_copy_00878
OG0000349_2	BU_ATCC8492_00987	NA	NA
OG0000349_3	BU_ATCC8492_02068	NA	NA
OG0000350_1	BU_ATCC8492_01809	NA	NA
OG0000350_2	BU_ATCC8492_01802	NA	NA
OG0000350_3	BU_ATCC8492_00996	NA	NA
OG0000351_1	BU_ATCC8492_01024	NA	NA
OG0000351_2	BU_ATCC8492_01006	NA	NA
OG0000351_3	BU_ATCC8492_01007	NA	NA
OG0000352_1	NA	PV_ATCC8482_01241	PV_ATCC8482_copy_01241
OG0000352_2	NA	PV_ATCC8482_03483	PV_ATCC8482_copy_03483
OG0000352_3	BU_ATCC8492_01020	NA	NA
OG0000353_1	NA	PV_ATCC8482_01249	PV_ATCC8482_copy_01249
OG0000353_2	NA	PV_ATCC8482_01723	PV_ATCC8482_copy_01723
OG0000353_3	BU_ATCC8492_01036	NA	NA
OG0000354_1	NA	PV_ATCC8482_01932	PV_ATCC8482_copy_01932
OG0000354_2	NA	PV_ATCC8482_01686	PV_ATCC8482_copy_01686
OG0000354_3	BU_ATCC8492_01068	NA	NA
OG0000355_1	NA	PV_ATCC8482_03918	PV_ATCC8482_copy_03918
OG0000355_2	BU_ATCC8492_03633	NA	NA
OG0000355_3	BU_ATCC8492_01084	NA	NA
OG0000356_1	NA	PV_ATCC8482_02431	PV_ATCC8482_copy_02431
OG0000356_2	BU_ATCC8492_03649	NA	NA
OG0000356_3	BU_ATCC8492_01145	NA	NA
OG0000357_1	NA	PV_ATCC8482_02432	PV_ATCC8482_copy_02432
OG0000357_2	BU_ATCC8492_03648	NA	NA
OG0000357_3	BU_ATCC8492_01151	NA	NA
OG0000358_1	NA	PV_ATCC8482_03544	PV_ATCC8482_copy_03544
OG0000358_2	NA	PV_ATCC8482_03299	PV_ATCC8482_copy_03299
OG0000358_3	BU_ATCC8492_01163	NA	NA
OG0000359_1	NA	PV_ATCC8482_02402	PV_ATCC8482_copy_02402
OG0000359_2	BU_ATCC8492_01210	NA	NA
OG0000359_3	BU_ATCC8492_02991	NA	NA
OG0000360_1	NA	PV_ATCC8482_02269	PV_ATCC8482_copy_02269
OG0000360_2	NA	PV_ATCC8482_01094	PV_ATCC8482_copy_01094
OG0000360_3	BU_ATCC8492_01215	NA	NA
OG0000361_1	NA	PV_ATCC8482_01507	PV_ATCC8482_copy_01507
OG0000361_2	BU_ATCC8492_01233	NA	NA
OG0000361_3	BU_ATCC8492_01223	NA	NA
OG0000362_1	NA	PV_ATCC8482_01528	PV_ATCC8482_copy_01528
OG0000362_2	NA	PV_ATCC8482_03302	PV_ATCC8482_copy_03302
OG0000362_3	BU_ATCC8492_01255	NA	NA
OG0000363_1	NA	PV_ATCC8482_03833	PV_ATCC8482_copy_03833
OG0000363_2	BU_ATCC8492_02818	NA	NA
OG0000363_3	BU_ATCC8492_01275	NA	NA
OG0000364_1	NA	PV_ATCC8482_03832	PV_ATCC8482_copy_03832
OG0000364_2	BU_ATCC8492_02817	NA	NA
OG0000364_3	BU_ATCC8492_01276	NA	NA
OG0000365_1	BU_ATCC8492_01284	PV_ATCC8482_03611	PV_ATCC8482_copy_03611
OG0000365_2	NA	PV_ATCC8482_02038	PV_ATCC8482_copy_02038
OG0000366_1	BU_ATCC8492_01288	PV_ATCC8482_01962	PV_ATCC8482_copy_01962
OG0000367_1	NA	PV_ATCC8482_00356	PV_ATCC8482_copy_00356
OG0000367_2	NA	PV_ATCC8482_01046	PV_ATCC8482_copy_01046
OG0000367_3	BU_ATCC8492_01383	NA	NA
OG0000368_1	BU_ATCC8492_01409	PV_ATCC8482_01680	PV_ATCC8482_copy_01680
OG0000368_2	BU_ATCC8492_02018	NA	NA
OG0000369_1	NA	PV_ATCC8482_01685	PV_ATCC8482_copy_01685
OG0000369_2	BU_ATCC8492_02503	NA	NA
OG0000369_3	BU_ATCC8492_01415	NA	NA
OG0000370_1	NA	PV_ATCC8482_03105	PV_ATCC8482_copy_03105
OG0000370_2	NA	PV_ATCC8482_04187	PV_ATCC8482_copy_04187
OG0000370_3	BU_ATCC8492_01422	NA	NA
OG0000371_2	BU_ATCC8492_01426	PV_ATCC8482_00397	PV_ATCC8482_copy_00397
OG0000371_3	BU_ATCC8492_02569	NA	NA
OG0000372_1	NA	PV_ATCC8482_00393	PV_ATCC8482_copy_00393
OG0000372_2	NA	PV_ATCC8482_03988	PV_ATCC8482_copy_03988
OG0000372_3	BU_ATCC8492_01431	NA	NA
OG0000373_1	NA	PV_ATCC8482_03185	PV_ATCC8482_copy_03185
OG0000373_2	NA	PV_ATCC8482_01900	PV_ATCC8482_copy_01900
OG0000373_3	BU_ATCC8492_01458	NA	NA
OG0000374_1	NA	PV_ATCC8482_03301	PV_ATCC8482_copy_03301
OG0000374_2	NA	PV_ATCC8482_02062	PV_ATCC8482_copy_02062
OG0000374_3	BU_ATCC8492_01481	NA	NA
OG0000375_1	NA	PV_ATCC8482_00361	PV_ATCC8482_copy_00361
OG0000375_2	BU_ATCC8492_03620	NA	NA
OG0000375_3	BU_ATCC8492_01486	NA	NA
OG0000376_1	NA	PV_ATCC8482_01920	PV_ATCC8482_copy_01920
OG0000376_2	BU_ATCC8492_03917	NA	NA
OG0000376_3	BU_ATCC8492_01501	NA	NA
OG0000377_1	NA	PV_ATCC8482_01918	PV_ATCC8482_copy_01918
OG0000377_2	BU_ATCC8492_01505	NA	NA
OG0000377_3	BU_ATCC8492_03911	NA	NA
OG0000378_1	NA	PV_ATCC8482_01692	PV_ATCC8482_copy_01692
OG0000378_2	BU_ATCC8492_01507	NA	NA
OG0000378_3	BU_ATCC8492_03909	NA	NA
OG0000379_1	NA	PV_ATCC8482_01693	PV_ATCC8482_copy_01693
OG0000379_2	BU_ATCC8492_01508	NA	NA
OG0000379_3	BU_ATCC8492_03908	NA	NA
OG0000380_1	NA	PV_ATCC8482_01913	PV_ATCC8482_copy_01913
OG0000380_2	BU_ATCC8492_03914	NA	NA
OG0000380_3	BU_ATCC8492_01511	NA	NA
OG0000381_1	BU_ATCC8492_01512	NA	NA
OG0000381_2	BU_ATCC8492_03913	NA	NA
OG0000381_3	BU_ATCC8492_01517	NA	NA
OG0000382_1	NA	PV_ATCC8482_01946	PV_ATCC8482_copy_01946
OG0000382_2	BU_ATCC8492_01546	NA	NA
OG0000382_3	BU_ATCC8492_01594	NA	NA
OG0000383_1	NA	PV_ATCC8482_02298	PV_ATCC8482_copy_02298
OG0000383_2	NA	PV_ATCC8482_02491	PV_ATCC8482_copy_02491
OG0000383_3	BU_ATCC8492_01564	NA	NA
OG0000384_1	BU_ATCC8492_01576	NA	NA
OG0000384_2	BU_ATCC8492_02138	NA	NA
OG0000384_3	BU_ATCC8492_01831	NA	NA
OG0000385_1	BU_ATCC8492_01618	PV_ATCC8482_01988	PV_ATCC8482_copy_01988
OG0000385_2	NA	PV_ATCC8482_01565	PV_ATCC8482_copy_01565
OG0000386_1	NA	PV_ATCC8482_02035	PV_ATCC8482_copy_02035
OG0000386_2	NA	PV_ATCC8482_04012	PV_ATCC8482_copy_04012
OG0000386_3	BU_ATCC8492_01633	NA	NA
OG0000387_1	BU_ATCC8492_01651	PV_ATCC8482_03883	PV_ATCC8482_copy_03883
OG0000388_1	NA	PV_ATCC8482_01864	PV_ATCC8482_copy_01864
OG0000388_2	NA	PV_ATCC8482_04223	PV_ATCC8482_copy_04223
OG0000388_3	BU_ATCC8492_01660	NA	NA
OG0000389_1	NA	PV_ATCC8482_01865	PV_ATCC8482_copy_01865
OG0000389_2	NA	PV_ATCC8482_01149	PV_ATCC8482_copy_01149
OG0000389_3	BU_ATCC8492_01661	NA	NA
OG0000390_1	NA	PV_ATCC8482_01561	PV_ATCC8482_copy_01561
OG0000390_2	NA	PV_ATCC8482_02039	PV_ATCC8482_copy_02039
OG0000390_3	BU_ATCC8492_01668	NA	NA
OG0000391_1	BU_ATCC8492_01689	PV_ATCC8482_00068	PV_ATCC8482_copy_00068
OG0000391_2	BU_ATCC8492_01690	NA	NA
OG0000392_1	NA	PV_ATCC8482_02850	PV_ATCC8482_copy_02850
OG0000392_2	BU_ATCC8492_03490	NA	NA
OG0000392_3	BU_ATCC8492_01730	NA	NA
OG0000393_1	NA	PV_ATCC8482_02620	PV_ATCC8482_copy_02620
OG0000393_2	BU_ATCC8492_03440	NA	NA
OG0000393_3	BU_ATCC8492_01780	NA	NA
OG0000394_1	NA	PV_ATCC8482_04272	PV_ATCC8482_copy_04272
OG0000394_2	NA	PV_ATCC8482_03858	PV_ATCC8482_copy_03858
OG0000394_3	BU_ATCC8492_01789	NA	NA
OG0000395_1	NA	PV_ATCC8482_01766	PV_ATCC8482_copy_01766
OG0000395_2	BU_ATCC8492_02336	NA	NA
OG0000395_3	BU_ATCC8492_01799	NA	NA
OG0000396_1	NA	PV_ATCC8482_02558	PV_ATCC8482_copy_02558
OG0000396_2	BU_ATCC8492_01811	NA	NA
OG0000396_3	BU_ATCC8492_03189	NA	NA
OG0000397_1	NA	PV_ATCC8482_02557	PV_ATCC8482_copy_02557
OG0000397_2	BU_ATCC8492_01812	NA	NA
OG0000397_3	BU_ATCC8492_03678	NA	NA
OG0000398_1	BU_ATCC8492_02465	PV_ATCC8482_02886	PV_ATCC8482_copy_02886
OG0000398_2	BU_ATCC8492_01845	NA	NA
OG0000399_1	NA	PV_ATCC8482_00666	PV_ATCC8482_copy_00666
OG0000399_2	NA	PV_ATCC8482_03859	PV_ATCC8482_copy_03859
OG0000399_3	BU_ATCC8492_01875	NA	NA
OG0000400_1	BU_ATCC8492_01888	PV_ATCC8482_01568	PV_ATCC8482_copy_01568
OG0000401_1	BU_ATCC8492_01896	PV_ATCC8482_00744	PV_ATCC8482_copy_00744
OG0000401_2	NA	PV_ATCC8482_01582	PV_ATCC8482_copy_01582
OG0000402_1	BU_ATCC8492_01898	PV_ATCC8482_01584	PV_ATCC8482_copy_01584
OG0000403_1	BU_ATCC8492_01908	PV_ATCC8482_00732	PV_ATCC8482_copy_01596
OG0000403_2	NA	PV_ATCC8482_01596	NA
OG0000404_1	BU_ATCC8492_01913	PV_ATCC8482_01601	PV_ATCC8482_copy_00727
OG0000404_2	NA	PV_ATCC8482_00727	NA
OG0000405_1	BU_ATCC8492_01916	PV_ATCC8482_00724	PV_ATCC8482_copy_01604
OG0000405_2	NA	PV_ATCC8482_01604	NA
OG0000406_1	BU_ATCC8492_01918	PV_ATCC8482_00722	PV_ATCC8482_copy_01606
OG0000406_2	NA	PV_ATCC8482_01606	NA
OG0000407_1	BU_ATCC8492_01920	PV_ATCC8482_00720	PV_ATCC8482_copy_01608
OG0000407_2	NA	PV_ATCC8482_01608	NA
OG0000408_1	BU_ATCC8492_01921	PV_ATCC8482_01609	PV_ATCC8482_copy_00719
OG0000408_2	NA	PV_ATCC8482_00719	NA
OG0000409_1	BU_ATCC8492_01922	PV_ATCC8482_01610	PV_ATCC8482_copy_00718
OG0000409_2	NA	PV_ATCC8482_00718	NA
OG0000410_1	BU_ATCC8492_01924	PV_ATCC8482_00715	PV_ATCC8482_copy_01613
OG0000410_2	NA	PV_ATCC8482_01613	NA
OG0000411_1	BU_ATCC8492_01925	PV_ATCC8482_00714	PV_ATCC8482_copy_01614
OG0000411_2	NA	PV_ATCC8482_01614	NA
OG0000412_1	BU_ATCC8492_01926	PV_ATCC8482_00713	PV_ATCC8482_copy_01615
OG0000412_2	NA	PV_ATCC8482_01615	NA
OG0000413_1	BU_ATCC8492_01927	PV_ATCC8482_00712	PV_ATCC8482_copy_01616
OG0000413_2	NA	PV_ATCC8482_01616	NA
OG0000414_1	BU_ATCC8492_01929	PV_ATCC8482_01618	PV_ATCC8482_copy_00710
OG0000414_2	NA	PV_ATCC8482_00710	NA
OG0000415_1	BU_ATCC8492_01932	PV_ATCC8482_00707	PV_ATCC8482_copy_00707
OG0000415_2	NA	PV_ATCC8482_01621	PV_ATCC8482_copy_01621
OG0000416_1	BU_ATCC8492_01951	PV_ATCC8482_01638	PV_ATCC8482_copy_01638
OG0000416_2	NA	PV_ATCC8482_00687	PV_ATCC8482_copy_00687
OG0000417_1	BU_ATCC8492_01952	PV_ATCC8482_00686	PV_ATCC8482_copy_00686
OG0000418_1	BU_ATCC8492_01953	PV_ATCC8482_01640	PV_ATCC8482_copy_01640
OG0000418_2	NA	PV_ATCC8482_00685	PV_ATCC8482_copy_00685
OG0000419_1	BU_ATCC8492_01954	PV_ATCC8482_01641	PV_ATCC8482_copy_01641
OG0000419_2	NA	PV_ATCC8482_00684	PV_ATCC8482_copy_00684
OG0000420_1	BU_ATCC8492_01955	PV_ATCC8482_01642	PV_ATCC8482_copy_01642
OG0000420_2	NA	PV_ATCC8482_00683	PV_ATCC8482_copy_00683
OG0000421_1	NA	PV_ATCC8482_02138	PV_ATCC8482_copy_02138
OG0000421_2	NA	PV_ATCC8482_03979	PV_ATCC8482_copy_03979
OG0000421_3	BU_ATCC8492_02022	NA	NA
OG0000422_1	NA	PV_ATCC8482_03756	PV_ATCC8482_copy_03756
OG0000422_2	NA	PV_ATCC8482_02140	PV_ATCC8482_copy_02140
OG0000422_3	BU_ATCC8492_02023	NA	NA
OG0000423_1	NA	PV_ATCC8482_03888	PV_ATCC8482_copy_03888
OG0000423_2	NA	PV_ATCC8482_00598	PV_ATCC8482_copy_00598
OG0000423_3	BU_ATCC8492_02037	NA	NA
OG0000424_1	NA	PV_ATCC8482_03286	PV_ATCC8482_copy_03286
OG0000424_2	NA	PV_ATCC8482_03063	PV_ATCC8482_copy_03063
OG0000424_3	BU_ATCC8492_02045	NA	NA
OG0000425_1	BU_ATCC8492_02050	PV_ATCC8482_00084	PV_ATCC8482_copy_00084
OG0000425_2	BU_ATCC8492_02685	NA	NA
OG0000426_1	NA	PV_ATCC8482_00079	PV_ATCC8482_copy_00079
OG0000426_2	BU_ATCC8492_02056	NA	NA
OG0000426_3	BU_ATCC8492_02913	NA	NA
OG0000427_1	NA	PV_ATCC8482_03696	PV_ATCC8482_copy_03696
OG0000427_2	NA	PV_ATCC8482_04180	PV_ATCC8482_copy_04180
OG0000427_3	BU_ATCC8492_02063	NA	NA
OG0000428_1	NA	PV_ATCC8482_03415	PV_ATCC8482_copy_03415
OG0000428_2	BU_ATCC8492_03017	NA	NA
OG0000428_3	BU_ATCC8492_02075	NA	NA
OG0000429_1	NA	PV_ATCC8482_01363	PV_ATCC8482_copy_01363
OG0000429_2	BU_ATCC8492_02104	NA	NA
OG0000429_3	BU_ATCC8492_02917	NA	NA
OG0000430_1	NA	PV_ATCC8482_03600	PV_ATCC8482_copy_03600
OG0000430_2	NA	PV_ATCC8482_03599	PV_ATCC8482_copy_03599
OG0000430_3	BU_ATCC8492_02121	NA	NA
OG0000431_1	NA	PV_ATCC8482_03875	PV_ATCC8482_copy_03875
OG0000431_2	NA	PV_ATCC8482_01190	PV_ATCC8482_copy_01190
OG0000431_3	BU_ATCC8492_02147	NA	NA
OG0000432_1	NA	PV_ATCC8482_00273	PV_ATCC8482_copy_00273
OG0000432_2	NA	PV_ATCC8482_02327	PV_ATCC8482_copy_02327
OG0000432_3	BU_ATCC8492_02163	NA	NA
OG0000433_1	NA	PV_ATCC8482_02328	PV_ATCC8482_copy_02328
OG0000433_2	NA	PV_ATCC8482_01943	PV_ATCC8482_copy_01943
OG0000433_3	BU_ATCC8492_02167	NA	NA
OG0000434_1	NA	PV_ATCC8482_03496	PV_ATCC8482_copy_03496
OG0000434_2	NA	PV_ATCC8482_03502	PV_ATCC8482_copy_03502
OG0000434_3	BU_ATCC8492_02180	NA	NA
OG0000435_1	NA	PV_ATCC8482_03820	PV_ATCC8482_copy_03820
OG0000435_2	NA	PV_ATCC8482_03796	PV_ATCC8482_copy_03796
OG0000435_3	BU_ATCC8492_02202	NA	NA
OG0000436_1	NA	PV_ATCC8482_03744	PV_ATCC8482_copy_03744
OG0000436_2	BU_ATCC8492_03016	NA	NA
OG0000436_3	BU_ATCC8492_02207	NA	NA
OG0000437_1	NA	PV_ATCC8482_02718	PV_ATCC8482_copy_02718
OG0000437_2	BU_ATCC8492_02224	NA	NA
OG0000437_3	BU_ATCC8492_03498	NA	NA
OG0000438_1	NA	PV_ATCC8482_04039	PV_ATCC8482_copy_04039
OG0000438_2	BU_ATCC8492_02251	NA	NA
OG0000438_3	BU_ATCC8492_02566	NA	NA
OG0000439_1	NA	PV_ATCC8482_00209	PV_ATCC8482_copy_00209
OG0000439_2	NA	PV_ATCC8482_03101	PV_ATCC8482_copy_03101
OG0000439_3	BU_ATCC8492_02257	NA	NA
