Orthogroup	BU_ATCC8492	PV_ATCC8482
OG0000309_1	BU_ATCC8492_00291	NA
OG0000309_2	BU_ATCC8492_03723	NA
OG0000309_3	BU_ATCC8492_01581	NA
OG0000310_1	BU_ATCC8492_00312	NA
OG0000310_2	BU_ATCC8492_02278	NA
OG0000310_3	NA	PV_ATCC8482_00558
OG0000311_1	BU_ATCC8492_00317	NA
OG0000311_2	BU_ATCC8492_01054	NA
OG0000311_3	NA	PV_ATCC8482_02288
OG0000312_1	BU_ATCC8492_00369	PV_ATCC8482_00477
OG0000312_2	BU_ATCC8492_03530	NA
OG0000313_1	BU_ATCC8492_03458	PV_ATCC8482_03960
OG0000313_2	BU_ATCC8492_00405	NA
OG0000314_1	BU_ATCC8492_00647	NA
OG0000314_2	BU_ATCC8492_00410	NA
OG0000314_3	BU_ATCC8492_00423	NA
OG0000315_1	BU_ATCC8492_00457	NA
OG0000315_2	NA	PV_ATCC8482_01298
OG0000315_3	NA	PV_ATCC8482_00789
OG0000316_1	BU_ATCC8492_00467	PV_ATCC8482_00618
OG0000316_2	NA	PV_ATCC8482_02309
OG0000317_2	BU_ATCC8492_00470	PV_ATCC8482_00602
OG0000317_3	BU_ATCC8492_00762	NA
OG0000318_1	BU_ATCC8492_00474	PV_ATCC8482_00891
OG0000318_2	NA	PV_ATCC8482_03984
OG0000319_1	BU_ATCC8492_00499	PV_ATCC8482_00554
OG0000319_2	BU_ATCC8492_02967	NA
OG0000320_1	BU_ATCC8492_00531	NA
OG0000320_2	BU_ATCC8492_00550	NA
OG0000320_3	NA	PV_ATCC8482_02665
OG0000321_1	BU_ATCC8492_02292	PV_ATCC8482_02347
OG0000321_2	BU_ATCC8492_00541	NA
OG0000322_1	BU_ATCC8492_00557	NA
OG0000322_2	BU_ATCC8492_00743	NA
OG0000322_3	NA	PV_ATCC8482_01157
OG0000323_1	BU_ATCC8492_01371	PV_ATCC8482_00806
OG0000323_2	BU_ATCC8492_00567	NA
OG0000324_1	BU_ATCC8492_01241	NA
OG0000324_2	BU_ATCC8492_00754	NA
OG0000324_3	BU_ATCC8492_00574	NA
OG0000325_1	BU_ATCC8492_00579	NA
OG0000325_2	NA	PV_ATCC8482_02505
OG0000325_3	NA	PV_ATCC8482_00226
OG0000326_1	BU_ATCC8492_00585	NA
OG0000326_2	BU_ATCC8492_01014	NA
OG0000326_3	NA	PV_ATCC8482_00219
OG0000327_1	BU_ATCC8492_00705	NA
OG0000327_2	BU_ATCC8492_00597	NA
OG0000327_3	BU_ATCC8492_00591	NA
OG0000328_1	BU_ATCC8492_01120	NA
OG0000328_2	BU_ATCC8492_00603	NA
OG0000328_3	NA	PV_ATCC8482_02408
OG0000329_1	BU_ATCC8492_00661	NA
OG0000329_2	NA	PV_ATCC8482_00387
OG0000329_3	NA	PV_ATCC8482_00318
OG0000330_1	BU_ATCC8492_00688	NA
OG0000330_2	NA	PV_ATCC8482_01480
OG0000330_3	NA	PV_ATCC8482_01479
OG0000331_1	BU_ATCC8492_00758	PV_ATCC8482_01014
OG0000331_2	NA	PV_ATCC8482_01022
OG0000332_1	BU_ATCC8492_00759	PV_ATCC8482_01021
OG0000332_2	NA	PV_ATCC8482_01013
OG0000333_1	BU_ATCC8492_00764	NA
OG0000333_2	BU_ATCC8492_01391	NA
OG0000333_3	NA	PV_ATCC8482_00242
OG0000334_1	BU_ATCC8492_00766	PV_ATCC8482_01012
OG0000334_2	NA	PV_ATCC8482_01020
OG0000335_1	BU_ATCC8492_00767	PV_ATCC8482_01011
OG0000335_2	NA	PV_ATCC8482_01019
OG0000336_1	BU_ATCC8492_00777	PV_ATCC8482_00927
OG0000336_2	BU_ATCC8492_02118	NA
OG0000337_1	BU_ATCC8492_00800	NA
OG0000337_2	BU_ATCC8492_02420	NA
OG0000337_3	BU_ATCC8492_02735	NA
OG0000338_1	BU_ATCC8492_00801	NA
OG0000338_2	NA	PV_ATCC8482_03697
OG0000338_3	NA	PV_ATCC8482_02667
OG0000339_1	BU_ATCC8492_00803	NA
OG0000339_2	NA	PV_ATCC8482_02666
OG0000339_3	NA	PV_ATCC8482_03698
OG0000340_1	BU_ATCC8492_00848	PV_ATCC8482_01284
OG0000340_2	NA	PV_ATCC8482_03939
OG0000341_1	BU_ATCC8492_00849	PV_ATCC8482_01288
OG0000341_2	BU_ATCC8492_00853	NA
OG0000342_1	BU_ATCC8492_00858	PV_ATCC8482_01294
OG0000342_2	NA	PV_ATCC8482_03501
OG0000343_1	BU_ATCC8492_01994	NA
OG0000343_2	BU_ATCC8492_00868	NA
OG0000343_3	NA	PV_ATCC8482_00422
OG0000344_1	BU_ATCC8492_00923	NA
OG0000344_2	BU_ATCC8492_03269	NA
OG0000344_3	NA	PV_ATCC8482_02752
OG0000345_2	BU_ATCC8492_03714	PV_ATCC8482_02641
OG0000345_3	BU_ATCC8492_00954	NA
OG0000346_1	BU_ATCC8492_00965	NA
OG0000346_2	BU_ATCC8492_02486	NA
OG0000346_3	NA	PV_ATCC8482_04157
OG0000347_1	BU_ATCC8492_01795	NA
OG0000347_2	BU_ATCC8492_00971	NA
OG0000347_3	NA	PV_ATCC8482_03985
OG0000348_1	BU_ATCC8492_00978	NA
OG0000348_2	BU_ATCC8492_00994	NA
OG0000348_3	BU_ATCC8492_01004	NA
OG0000349_1	BU_ATCC8492_00987	NA
OG0000349_2	BU_ATCC8492_02068	NA
OG0000349_3	NA	PV_ATCC8482_00878
OG0000350_1	BU_ATCC8492_01809	NA
OG0000350_2	BU_ATCC8492_01802	NA
OG0000350_3	BU_ATCC8492_00996	NA
OG0000351_1	BU_ATCC8492_01024	NA
OG0000351_2	BU_ATCC8492_01006	NA
OG0000351_3	BU_ATCC8492_01007	NA
OG0000352_1	BU_ATCC8492_01020	PV_ATCC8482_01241
OG0000352_2	NA	PV_ATCC8482_03483
OG0000353_1	BU_ATCC8492_01036	PV_ATCC8482_01249
OG0000353_2	NA	PV_ATCC8482_01723
OG0000354_1	BU_ATCC8492_01068	NA
OG0000354_2	NA	PV_ATCC8482_01932
OG0000354_3	NA	PV_ATCC8482_01686
OG0000355_1	BU_ATCC8492_03633	PV_ATCC8482_03918
OG0000355_2	BU_ATCC8492_01084	NA
OG0000356_1	BU_ATCC8492_03649	PV_ATCC8482_02431
OG0000356_2	BU_ATCC8492_01145	NA
OG0000357_1	BU_ATCC8492_03648	PV_ATCC8482_02432
OG0000357_2	BU_ATCC8492_01151	NA
OG0000358_1	BU_ATCC8492_01163	NA
OG0000358_2	NA	PV_ATCC8482_03544
OG0000358_3	NA	PV_ATCC8482_03299
OG0000359_1	BU_ATCC8492_01210	NA
OG0000359_2	BU_ATCC8492_02991	NA
OG0000359_3	NA	PV_ATCC8482_02402
OG0000360_1	BU_ATCC8492_01215	NA
OG0000360_2	NA	PV_ATCC8482_02269
OG0000360_3	NA	PV_ATCC8482_01094
OG0000361_1	BU_ATCC8492_01233	PV_ATCC8482_01507
OG0000361_2	BU_ATCC8492_01223	NA
OG0000362_1	BU_ATCC8492_01255	PV_ATCC8482_01528
OG0000362_2	NA	PV_ATCC8482_03302
OG0000363_1	BU_ATCC8492_02818	NA
OG0000363_2	BU_ATCC8492_01275	NA
OG0000363_3	NA	PV_ATCC8482_03833
OG0000364_1	BU_ATCC8492_02817	NA
OG0000364_2	BU_ATCC8492_01276	NA
OG0000364_3	NA	PV_ATCC8482_03832
OG0000365_1	BU_ATCC8492_01284	PV_ATCC8482_03611
OG0000365_2	NA	PV_ATCC8482_02038
OG0000366_1	BU_ATCC8492_01288	PV_ATCC8482_03615
OG0000366_2	NA	PV_ATCC8482_01962
OG0000367_1	BU_ATCC8492_01383	NA
OG0000367_2	NA	PV_ATCC8482_00356
OG0000367_3	NA	PV_ATCC8482_01046
OG0000368_1	BU_ATCC8492_01409	NA
OG0000368_2	BU_ATCC8492_02018	NA
OG0000368_3	NA	PV_ATCC8482_01680
OG0000369_1	BU_ATCC8492_02503	NA
OG0000369_2	BU_ATCC8492_01415	NA
OG0000369_3	NA	PV_ATCC8482_01685
OG0000370_1	BU_ATCC8492_01422	NA
OG0000370_2	NA	PV_ATCC8482_03105
OG0000370_3	NA	PV_ATCC8482_04187
OG0000371_2	BU_ATCC8492_01426	PV_ATCC8482_00397
OG0000371_3	BU_ATCC8492_02569	NA
OG0000372_1	BU_ATCC8492_01431	PV_ATCC8482_00393
OG0000372_2	NA	PV_ATCC8482_03988
OG0000373_1	BU_ATCC8492_01458	PV_ATCC8482_01900
OG0000373_2	NA	PV_ATCC8482_03185
OG0000374_1	BU_ATCC8492_01481	NA
OG0000374_2	NA	PV_ATCC8482_03301
OG0000374_3	NA	PV_ATCC8482_02062
OG0000375_1	BU_ATCC8492_03620	NA
OG0000375_2	BU_ATCC8492_01486	NA
OG0000375_3	NA	PV_ATCC8482_00361
OG0000376_2	BU_ATCC8492_01501	PV_ATCC8482_01920
OG0000376_3	BU_ATCC8492_03917	NA
OG0000377_1	BU_ATCC8492_01505	PV_ATCC8482_01918
OG0000377_2	BU_ATCC8492_03911	NA
OG0000378_1	BU_ATCC8492_01507	NA
OG0000378_2	BU_ATCC8492_03909	NA
OG0000378_3	NA	PV_ATCC8482_01692
OG0000379_1	BU_ATCC8492_01508	NA
OG0000379_2	BU_ATCC8492_03908	NA
OG0000379_3	NA	PV_ATCC8482_01693
OG0000380_2	BU_ATCC8492_01511	PV_ATCC8482_01913
OG0000380_3	BU_ATCC8492_03914	NA
OG0000381_1	BU_ATCC8492_01512	NA
OG0000381_2	BU_ATCC8492_03913	NA
OG0000381_3	BU_ATCC8492_01517	NA
OG0000382_1	BU_ATCC8492_01546	PV_ATCC8482_01946
OG0000382_2	BU_ATCC8492_01594	NA
OG0000383_1	BU_ATCC8492_01564	NA
OG0000383_2	NA	PV_ATCC8482_02298
OG0000383_3	NA	PV_ATCC8482_02491
OG0000384_1	BU_ATCC8492_01576	NA
OG0000384_2	BU_ATCC8492_02138	NA
OG0000384_3	BU_ATCC8492_01831	NA
OG0000385_1	BU_ATCC8492_01618	PV_ATCC8482_01988
OG0000385_2	NA	PV_ATCC8482_01565
OG0000386_1	BU_ATCC8492_01633	NA
OG0000386_2	NA	PV_ATCC8482_02035
OG0000386_3	NA	PV_ATCC8482_04012
OG0000387_1	BU_ATCC8492_01651	PV_ATCC8482_01830
OG0000387_2	NA	PV_ATCC8482_03883
OG0000388_1	BU_ATCC8492_01660	NA
OG0000388_2	NA	PV_ATCC8482_01864
OG0000388_3	NA	PV_ATCC8482_04223
OG0000389_1	BU_ATCC8492_01661	NA
OG0000389_2	NA	PV_ATCC8482_01865
OG0000389_3	NA	PV_ATCC8482_01149
OG0000390_1	BU_ATCC8492_01668	NA
OG0000390_2	NA	PV_ATCC8482_01561
OG0000390_3	NA	PV_ATCC8482_02039
OG0000391_1	BU_ATCC8492_01689	PV_ATCC8482_00068
OG0000391_2	BU_ATCC8492_01690	NA
OG0000392_1	BU_ATCC8492_03490	NA
OG0000392_2	BU_ATCC8492_01730	NA
OG0000392_3	NA	PV_ATCC8482_02850
OG0000393_1	BU_ATCC8492_03440	NA
OG0000393_2	BU_ATCC8492_01780	NA
OG0000393_3	NA	PV_ATCC8482_02620
OG0000394_1	BU_ATCC8492_01789	NA
OG0000394_2	NA	PV_ATCC8482_04272
OG0000394_3	NA	PV_ATCC8482_03858
OG0000395_1	BU_ATCC8492_02336	NA
OG0000395_2	BU_ATCC8492_01799	NA
OG0000395_3	NA	PV_ATCC8482_01766
OG0000396_1	BU_ATCC8492_01811	NA
OG0000396_2	BU_ATCC8492_03189	NA
OG0000396_3	NA	PV_ATCC8482_02558
OG0000397_1	BU_ATCC8492_01812	NA
OG0000397_2	BU_ATCC8492_03678	NA
OG0000397_3	NA	PV_ATCC8482_02557
OG0000398_1	BU_ATCC8492_02465	PV_ATCC8482_02886
OG0000398_2	BU_ATCC8492_01845	NA
OG0000399_1	BU_ATCC8492_01875	PV_ATCC8482_00666
OG0000399_2	NA	PV_ATCC8482_03859
OG0000400_1	BU_ATCC8492_01888	PV_ATCC8482_00751
OG0000400_2	NA	PV_ATCC8482_01568
OG0000401_1	BU_ATCC8492_01896	PV_ATCC8482_00744
OG0000401_2	NA	PV_ATCC8482_01582
OG0000402_1	BU_ATCC8492_01898	PV_ATCC8482_01584
OG0000402_2	NA	PV_ATCC8482_00742
OG0000403_1	BU_ATCC8492_01908	PV_ATCC8482_00732
OG0000403_2	NA	PV_ATCC8482_01596
OG0000404_1	BU_ATCC8492_01913	PV_ATCC8482_01601
OG0000404_2	NA	PV_ATCC8482_00727
OG0000405_1	BU_ATCC8492_01916	PV_ATCC8482_00724
OG0000405_2	NA	PV_ATCC8482_01604
OG0000406_1	BU_ATCC8492_01918	PV_ATCC8482_00722
OG0000406_2	NA	PV_ATCC8482_01606
OG0000407_1	BU_ATCC8492_01920	PV_ATCC8482_00720
OG0000407_2	NA	PV_ATCC8482_01608
OG0000408_1	BU_ATCC8492_01921	PV_ATCC8482_01609
OG0000408_2	NA	PV_ATCC8482_00719
OG0000409_1	BU_ATCC8492_01922	PV_ATCC8482_01610
OG0000409_2	NA	PV_ATCC8482_00718
OG0000410_1	BU_ATCC8492_01924	PV_ATCC8482_00715
OG0000410_2	NA	PV_ATCC8482_01613
OG0000411_1	BU_ATCC8492_01925	PV_ATCC8482_00714
OG0000411_2	NA	PV_ATCC8482_01614
OG0000412_1	BU_ATCC8492_01926	PV_ATCC8482_00713
OG0000412_2	NA	PV_ATCC8482_01615
OG0000413_1	BU_ATCC8492_01927	PV_ATCC8482_00712
OG0000413_2	NA	PV_ATCC8482_01616
OG0000414_1	BU_ATCC8492_01929	PV_ATCC8482_01618
OG0000414_2	NA	PV_ATCC8482_00710
OG0000415_1	BU_ATCC8492_01932	PV_ATCC8482_00707
OG0000415_2	NA	PV_ATCC8482_01621
OG0000416_1	BU_ATCC8492_01951	PV_ATCC8482_01638
OG0000416_2	NA	PV_ATCC8482_00687
OG0000417_1	BU_ATCC8492_01952	PV_ATCC8482_00686
OG0000417_2	NA	PV_ATCC8482_01639
OG0000418_1	BU_ATCC8492_01953	PV_ATCC8482_01640
OG0000418_2	NA	PV_ATCC8482_00685
OG0000419_1	BU_ATCC8492_01954	PV_ATCC8482_01641
OG0000419_2	NA	PV_ATCC8482_00684
OG0000420_1	BU_ATCC8492_01955	PV_ATCC8482_01642
OG0000420_2	NA	PV_ATCC8482_00683
OG0000421_1	BU_ATCC8492_02022	NA
OG0000421_2	NA	PV_ATCC8482_02138
OG0000421_3	NA	PV_ATCC8482_03979
OG0000422_1	BU_ATCC8492_02023	NA
OG0000422_2	NA	PV_ATCC8482_03756
OG0000422_3	NA	PV_ATCC8482_02140
OG0000423_1	BU_ATCC8492_02037	NA
OG0000423_2	NA	PV_ATCC8482_03888
OG0000423_3	NA	PV_ATCC8482_00598
OG0000424_1	BU_ATCC8492_02045	NA
OG0000424_2	NA	PV_ATCC8482_03286
OG0000424_3	NA	PV_ATCC8482_03063
OG0000425_1	BU_ATCC8492_02050	PV_ATCC8482_00084
OG0000425_2	BU_ATCC8492_02685	NA
OG0000426_1	BU_ATCC8492_02056	PV_ATCC8482_00079
OG0000426_2	BU_ATCC8492_02913	NA
OG0000427_1	BU_ATCC8492_02063	NA
OG0000427_2	NA	PV_ATCC8482_03696
OG0000427_3	NA	PV_ATCC8482_04180
OG0000428_1	BU_ATCC8492_03017	NA
OG0000428_2	BU_ATCC8492_02075	NA
OG0000428_3	NA	PV_ATCC8482_03415
OG0000429_1	BU_ATCC8492_02104	NA
OG0000429_2	BU_ATCC8492_02917	NA
OG0000429_3	NA	PV_ATCC8482_01363
OG0000430_1	BU_ATCC8492_02121	NA
OG0000430_2	NA	PV_ATCC8482_03600
OG0000430_3	NA	PV_ATCC8482_03599
OG0000431_1	BU_ATCC8492_02147	NA
OG0000431_2	NA	PV_ATCC8482_03875
OG0000431_3	NA	PV_ATCC8482_01190
OG0000432_1	BU_ATCC8492_02163	NA
OG0000432_2	NA	PV_ATCC8482_00273
OG0000432_3	NA	PV_ATCC8482_02327
OG0000433_1	BU_ATCC8492_02167	NA
OG0000433_2	NA	PV_ATCC8482_02328
OG0000433_3	NA	PV_ATCC8482_01943
OG0000434_1	BU_ATCC8492_02180	NA
OG0000434_2	NA	PV_ATCC8482_03496
OG0000434_3	NA	PV_ATCC8482_03502
OG0000435_1	BU_ATCC8492_02202	NA
OG0000435_2	NA	PV_ATCC8482_03820
OG0000435_3	NA	PV_ATCC8482_03796
OG0000436_1	BU_ATCC8492_03016	NA
OG0000436_2	BU_ATCC8492_02207	NA
OG0000436_3	NA	PV_ATCC8482_03744
OG0000437_1	BU_ATCC8492_02224	NA
OG0000437_2	BU_ATCC8492_03498	NA
OG0000437_3	NA	PV_ATCC8482_02718
OG0000438_2	BU_ATCC8492_02566	PV_ATCC8482_04039
OG0000438_3	BU_ATCC8492_02251	NA
OG0000439_1	BU_ATCC8492_02257	NA
OG0000439_2	NA	PV_ATCC8482_00209
OG0000439_3	NA	PV_ATCC8482_03101
OG0000440_1	BU_ATCC8492_02261	NA
OG0000440_2	NA	PV_ATCC8482_02947
OG0000440_3	NA	PV_ATCC8482_04204
OG0000441_1	BU_ATCC8492_02280	PV_ATCC8482_02320
OG0000441_2	NA	PV_ATCC8482_01066
OG0000442_1	BU_ATCC8492_02283	NA
OG0000442_2	NA	PV_ATCC8482_02649
OG0000442_3	NA	PV_ATCC8482_04233
OG0000443_1	BU_ATCC8492_02340	NA
OG0000443_2	NA	PV_ATCC8482_00417
OG0000443_3	NA	PV_ATCC8482_03844
OG0000444_1	BU_ATCC8492_02344	NA
OG0000444_2	BU_ATCC8492_03764	NA
OG0000444_3	NA	PV_ATCC8482_00439
OG0000445_1	BU_ATCC8492_02354	NA
OG0000445_2	NA	PV_ATCC8482_01506
OG0000445_3	NA	PV_ATCC8482_01334
OG0000446_1	BU_ATCC8492_02367	NA
OG0000446_2	NA	PV_ATCC8482_01731
OG0000446_3	NA	PV_ATCC8482_01069
OG0000447_1	BU_ATCC8492_02419	NA
OG0000447_2	BU_ATCC8492_02902	NA
OG0000447_3	NA	PV_ATCC8482_03987
OG0000448_1	BU_ATCC8492_02432	NA
OG0000448_2	NA	PV_ATCC8482_03044
OG0000448_3	NA	PV_ATCC8482_02478
OG0000449_1	BU_ATCC8492_02435	PV_ATCC8482_02754
OG0000449_2	NA	PV_ATCC8482_02458
OG0000450_1	BU_ATCC8492_02457	PV_ATCC8482_02875
OG0000450_2	NA	PV_ATCC8482_02266
OG0000451_1	BU_ATCC8492_02479	NA
OG0000451_2	NA	PV_ATCC8482_03363
OG0000451_3	NA	PV_ATCC8482_03653
OG0000452_1	BU_ATCC8492_02492	NA
OG0000452_2	NA	PV_ATCC8482_01210
OG0000452_3	NA	PV_ATCC8482_00215
OG0000453_1	BU_ATCC8492_02720	NA
OG0000453_2	BU_ATCC8492_02526	NA
OG0000453_3	NA	PV_ATCC8482_04143
OG0000454_1	BU_ATCC8492_02748	NA
OG0000454_2	BU_ATCC8492_02549	NA
OG0000454_3	BU_ATCC8492_02887	NA
OG0000455_1	BU_ATCC8492_02561	NA
OG0000455_2	NA	PV_ATCC8482_04008
OG0000455_3	NA	PV_ATCC8482_01817
OG0000456_1	BU_ATCC8492_02564	NA
OG0000456_2	NA	PV_ATCC8482_00076
OG0000456_3	NA	PV_ATCC8482_04015
OG0000457_1	BU_ATCC8492_02665	NA
OG0000457_2	BU_ATCC8492_02599	NA
OG0000457_3	NA	PV_ATCC8482_03635
OG0000458_1	BU_ATCC8492_03688	NA
OG0000458_2	BU_ATCC8492_02679	NA
OG0000458_3	NA	PV_ATCC8482_03882
OG0000459_1	BU_ATCC8492_02687	NA
OG0000459_2	NA	PV_ATCC8482_03801
OG0000459_3	NA	PV_ATCC8482_00263
OG0000460_1	BU_ATCC8492_03159	PV_ATCC8482_02849
OG0000460_2	BU_ATCC8492_02719	NA
OG0000461_1	BU_ATCC8492_02725	NA
OG0000461_2	NA	PV_ATCC8482_03048
OG0000461_3	NA	PV_ATCC8482_02482
OG0000462_1	BU_ATCC8492_03864	NA
OG0000462_2	BU_ATCC8492_02731	NA
OG0000462_3	NA	PV_ATCC8482_02632
OG0000463_1	BU_ATCC8492_02761	PV_ATCC8482_03167
OG0000463_2	BU_ATCC8492_02796	NA
OG0000464_1	BU_ATCC8492_02762	PV_ATCC8482_03168
OG0000464_2	BU_ATCC8492_02797	NA
OG0000465_1	BU_ATCC8492_02778	PV_ATCC8482_03197
OG0000465_2	BU_ATCC8492_02771	NA
OG0000466_1	BU_ATCC8492_02779	NA
OG0000466_2	BU_ATCC8492_03396	NA
OG0000466_3	NA	PV_ATCC8482_02494
OG0000467_1	BU_ATCC8492_03497	NA
OG0000467_2	BU_ATCC8492_02780	NA
OG0000467_3	NA	PV_ATCC8482_00884
OG0000468_1	BU_ATCC8492_02781	PV_ATCC8482_03193
OG0000468_2	NA	PV_ATCC8482_01521
OG0000469_1	BU_ATCC8492_02782	PV_ATCC8482_03192
OG0000469_2	NA	PV_ATCC8482_01522
OG0000470_1	BU_ATCC8492_02783	PV_ATCC8482_03191
OG0000470_2	NA	PV_ATCC8482_01523
OG0000471_1	BU_ATCC8492_02784	PV_ATCC8482_03200
OG0000471_2	NA	PV_ATCC8482_03190
OG0000472_1	BU_ATCC8492_02793	NA
OG0000472_2	BU_ATCC8492_03614	NA
OG0000472_3	NA	PV_ATCC8482_02121
OG0000473_1	BU_ATCC8492_02794	NA
OG0000473_2	BU_ATCC8492_03615	NA
OG0000473_3	NA	PV_ATCC8482_02122
OG0000474_1	BU_ATCC8492_02795	NA
OG0000474_2	BU_ATCC8492_03613	NA
OG0000474_3	NA	PV_ATCC8482_02120
OG0000475_1	BU_ATCC8492_02809	NA
OG0000475_2	BU_ATCC8492_02810	NA
OG0000475_3	BU_ATCC8492_02811	NA
OG0000476_1	BU_ATCC8492_03193	NA
OG0000476_2	BU_ATCC8492_02830	NA
OG0000476_3	NA	PV_ATCC8482_03673
OG0000477_1	BU_ATCC8492_02883	NA
OG0000477_2	BU_ATCC8492_03380	NA
OG0000477_3	BU_ATCC8492_03421	NA
OG0000478_1	BU_ATCC8492_02965	NA
OG0000478_2	BU_ATCC8492_02998	NA
OG0000478_3	NA	PV_ATCC8482_03551
OG0000479_1	BU_ATCC8492_03005	NA
OG0000479_2	NA	PV_ATCC8482_02896
OG0000479_3	NA	PV_ATCC8482_03238
OG0000480_1	BU_ATCC8492_03045	NA
OG0000480_2	NA	PV_ATCC8482_04177
OG0000480_3	NA	PV_ATCC8482_00781
OG0000481_1	BU_ATCC8492_03067	NA
OG0000481_2	BU_ATCC8492_03349	NA
OG0000481_3	NA	PV_ATCC8482_00606
OG0000482_1	BU_ATCC8492_03068	NA
OG0000482_2	BU_ATCC8492_03348	NA
OG0000482_3	NA	PV_ATCC8482_00605
OG0000483_2	BU_ATCC8492_03077	PV_ATCC8482_03141
OG0000483_3	BU_ATCC8492_03282	NA
OG0000484_1	BU_ATCC8492_03082	NA
OG0000484_2	NA	PV_ATCC8482_02474
OG0000484_3	NA	PV_ATCC8482_04054
OG0000485_1	BU_ATCC8492_03099	NA
OG0000485_2	NA	PV_ATCC8482_03144
OG0000485_3	NA	PV_ATCC8482_02209
OG0000486_1	BU_ATCC8492_03110	NA
OG0000486_2	NA	PV_ATCC8482_02523
OG0000486_3	NA	PV_ATCC8482_02533
OG0000487_1	BU_ATCC8492_03128	PV_ATCC8482_03399
OG0000487_2	NA	PV_ATCC8482_02869
OG0000488_1	BU_ATCC8492_03144	PV_ATCC8482_03380
OG0000488_2	BU_ATCC8492_03474	NA
OG0000489_1	BU_ATCC8492_03145	PV_ATCC8482_03379
OG0000489_2	BU_ATCC8492_03475	NA
OG0000490_1	BU_ATCC8492_03315	NA
OG0000490_2	BU_ATCC8492_03156	NA
OG0000490_3	NA	PV_ATCC8482_03563
OG0000491_1	BU_ATCC8492_03190	NA
OG0000491_2	BU_ATCC8492_03191	NA
OG0000491_3	NA	PV_ATCC8482_03425
OG0000492_1	BU_ATCC8492_03235	PV_ATCC8482_04109
OG0000492_2	NA	PV_ATCC8482_02867
OG0000493_1	BU_ATCC8492_03237	PV_ATCC8482_04107
OG0000493_2	NA	PV_ATCC8482_02866
OG0000494_1	BU_ATCC8492_03278	PV_ATCC8482_04066
OG0000494_2	NA	PV_ATCC8482_04067
OG0000495_1	BU_ATCC8492_03288	NA
OG0000495_2	NA	PV_ATCC8482_03195
OG0000495_3	NA	PV_ATCC8482_01717
OG0000496_1	BU_ATCC8492_03335	PV_ATCC8482_02416
OG0000496_2	NA	PV_ATCC8482_02414
OG0000497_1	BU_ATCC8492_03344	PV_ATCC8482_02409
OG0000497_2	NA	PV_ATCC8482_03481
OG0000498_1	BU_ATCC8492_03357	PV_ATCC8482_03978
OG0000498_2	NA	PV_ATCC8482_03908
OG0000499_1	BU_ATCC8492_03366	NA
OG0000499_2	NA	PV_ATCC8482_03738
OG0000499_3	NA	PV_ATCC8482_01835
OG0000500_1	BU_ATCC8492_03370	NA
OG0000500_2	BU_ATCC8492_03371	NA
OG0000500_3	NA	PV_ATCC8482_00011
OG0000501_1	BU_ATCC8492_03397	NA
OG0000501_2	NA	PV_ATCC8482_02820
OG0000501_3	NA	PV_ATCC8482_01326
OG0000502_1	BU_ATCC8492_03409	PV_ATCC8482_04042
OG0000502_2	NA	PV_ATCC8482_03364
OG0000503_1	BU_ATCC8492_03454	NA
OG0000503_2	NA	PV_ATCC8482_01017
OG0000503_3	NA	PV_ATCC8482_01025
OG0000504_1	BU_ATCC8492_03455	NA
OG0000504_2	NA	PV_ATCC8482_01016
OG0000504_3	NA	PV_ATCC8482_01024
OG0000505_1	BU_ATCC8492_03533	NA
OG0000505_2	NA	PV_ATCC8482_02486
OG0000505_3	NA	PV_ATCC8482_01967
OG0000506_1	BU_ATCC8492_03552	PV_ATCC8482_02229
OG0000506_2	NA	PV_ATCC8482_00194
OG0000507_1	BU_ATCC8492_03553	PV_ATCC8482_02228
OG0000507_2	NA	PV_ATCC8482_01852
OG0000508_1	BU_ATCC8492_03554	PV_ATCC8482_02227
OG0000508_2	NA	PV_ATCC8482_01851
OG0000509_1	BU_ATCC8492_03564	PV_ATCC8482_02217
OG0000509_2	NA	PV_ATCC8482_02509
OG0000510_1	BU_ATCC8492_03571	NA
OG0000510_2	NA	PV_ATCC8482_01477
OG0000510_3	NA	PV_ATCC8482_02967
OG0000511_1	BU_ATCC8492_03626	NA
OG0000511_2	NA	PV_ATCC8482_00801
OG0000511_3	NA	PV_ATCC8482_00804
OG0000512_1	BU_ATCC8492_03655	NA
OG0000512_2	NA	PV_ATCC8482_01248
OG0000512_3	NA	PV_ATCC8482_03354
OG0000513_1	BU_ATCC8492_03660	NA
OG0000513_2	NA	PV_ATCC8482_02604
OG0000513_3	NA	PV_ATCC8482_03015
OG0000514_1	BU_ATCC8492_03726	NA
OG0000514_2	NA	PV_ATCC8482_01845
OG0000514_3	NA	PV_ATCC8482_01774
OG0000515_1	BU_ATCC8492_03768	NA
OG0000515_2	BU_ATCC8492_03892	NA
OG0000515_3	NA	PV_ATCC8482_04252
OG0000516_1	BU_ATCC8492_03803	NA
OG0000516_2	BU_ATCC8492_03806	NA
OG0000516_3	NA	PV_ATCC8482_01320
OG0000517_1	BU_ATCC8492_03814	NA
OG0000517_2	NA	PV_ATCC8482_00314
OG0000517_3	NA	PV_ATCC8482_02476
OG0000518_1	BU_ATCC8492_03815	NA
OG0000518_2	NA	PV_ATCC8482_02473
OG0000518_3	NA	PV_ATCC8482_04053
OG0000519_1	BU_ATCC8492_03888	NA
OG0000519_2	NA	PV_ATCC8482_04290
OG0000519_3	NA	PV_ATCC8482_03878
